"MatchIndex","Team"
6200,"Angel   , Humberto & Santos Escobar"
6200,"Carlito, Cruz Del Toro & Joaquin Wilde"
6199,"Charlie Dempsey & Damon Kemp"
6199,"Hank Walker & Tank Ledger"
6197,"Carmelo Hayes & Trick Williams"
6197,"Edris Enofe & Malik Blade"
6196,"Cruz Del Toro & Joaquin Wilde"
6196,"Duke Hudson & Riley Osborne"
6194,"Dominik Mysterio & JD McDonagh"
6194,"Johnny Gargano & Tommaso Ciampa"
6192,"Natalya & Tegan Nox"
6192,"Shayna Baszler & Zoey Stark"
6191,"Damian Priest & Finn Balor"
6191,"R-Truth & The Miz"
6185,"AJ Styles, LA Knight & Randy Orton"
6185,"Jimmy Uso & Solo Sikoa"
6184,"Angel    & Humberto"
6184,"Cruz Del Toro & Joaquin Wilde"
6179,"Baron Corbin & Bron Breakker"
6179,"Mark Coffey & Wolfgang"
6178,"Bronco Nima & Lucien Price"
6178,"Channing Lorenzo & Tony D'Angelo"
6174,"Chelsea Green & Piper Niven"
6174,"Katana Chance & Kayden Carter"
6169,"Butch    & Tyler Bate"
6169,"Elton Prince & Kit Wilson"
6164,"Brinley Reece & Kiyah Saint"
6164,"Izzi Dame & Kiana James"
6159,"Carlito, Cruz Del Toro & Joaquin Wilde"
6159,"Damon Kemp, Drew Gulak & Myles Borne"
6156,"Giovanni Vinci & Ludwig Kaiser"
6156,"Jey Uso & Kofi Kingston"
6155,"Dominik Mysterio & JD McDonagh"
6155,"R-Truth & The Miz"
6153,"Natalya & Tegan Nox"
6153,"Shayna Baszler & Zoey Stark"
6147,"Brutus Creed & Julius Creed"
6147,"Damian Priest & Finn Balor"
6145,"Chelsea Green & Piper Niven"
6145,"Katana Chance & Kayden Carter"
6141,"Asuka & Kairi Sane"
6141,"Michin & Zelina Vega"
6140,"Asuka, Bayley, IYO SKY & Kairi Sane"
6140,"Bianca Belair, Michin, Shotzi & Zelina Vega"
6133,"Andre Chase & Duke Hudson"
6133,"Bronco Nima & Lucien Price"
6127,"Blair Davenport & Cora Jade"
6127,"Lyra Valkyria & Nikkita Lyons"
6126,"Brooks Jensen, Fallon Henley & Josh Briggs"
6126,"Lash Legend, Noam Dar & Oro Mensah"
6122,"Giovanni Vinci, Gunther & Ludwig Kaiser"
6122,"Johnny Gargano, The Miz & Tommaso Ciampa"
6109,"Jimmy Uso & Solo Sikoa"
6109,"LA Knight & Randy Orton"
6105,"Chad Gable, Maxxine Dupri & Otis"
6105,"Lash Legend, Noam Dar & Oro Mensah"
6104,"Channing Lorenzo & Tony D'Angelo"
6104,"Charlie Dempsey & Drew Gulak"
6102,"Charlie Dempsey & Drew Gulak"
6102,"Edris Enofe & Malik Blade"
6099,"Brutus Creed & Julius Creed"
6099,"Dominik Mysterio & JD McDonagh"
6098,"Giovanni Vinci & Ludwig Kaiser"
6098,"Johnny Gargano & Tommaso Ciampa"
6083,"Angel Garza & Humberto Carrillo"
6083,"Channing Lorenzo & Tony D'Angelo"
6081,"Chelsea Green & Piper Niven"
6081,"Natalya & Tegan Nox"
6079,"Akira Tozawa & Otis"
6079,"Brutus Creed & Julius Creed, Giovanni Vinci & Ludwig Kaiser, Johnny Gargano & Tommaso Ciampa,Kofi Kingston & Xavier Woods, Sanga & Veer"
6075,"Asuka, Bayley, IYO SKY & Kairi Sane"
6075,"Becky Lynch, Bianca Belair, Charlotte Flair & Shotzi"
6071,"Cody Rhodes, Jey Uso, Randy Orton, Sami Zayn & Seth Rollins"
6071,"Damian Priest, Dominik Mysterio, Drew McIntyre, Finn Balor & JD McDonagh"
6070,"Angelo Dawkins & Montez Ford"
6070,"Damian Priest & Finn Balor"
6069,"Austin Theory & Grayson Waller"
6069,"Kevin Owens & LA Knight"
6068,"Asuka & Bayley"
6068,"Becky Lynch & Charlotte Flair"
6063,"Candice LeRae & Indi Hartwell"
6063,"Ivy Nile & Maxxine Dupri, Katana Chance & Kayden Carter, Natalya & Tegan Nox"
6059,"Angelo Dawkins & Montez Ford"
6059,"Butch    & Ridge Holland, Elton Prince & Kit Wilson"
6056,"Bronco Nima & Lucien Price"
6056,"Butch    & Ridge Holland"
6054,"Angel Garza & Humberto Carrillo"
6054,"Edris Enofe & Malik Blade"
6050,"Andre Chase & Duke Hudson"
6050,"Channing Lorenzo & Tony D'Angelo"
6046,"Cody Rhodes & Jey Uso"
6046,"Damian Priest & Finn Balor"
6043,"Dominik Mysterio & JD McDonagh"
6043,"Sami Zayn & Seth Rollins"
6039,"Asuka, Bianca Belair & Charlotte Flair"
6039,"Bayley, IYO SKY & Kairi Sane"
6031,"Mark Coffey & Wolfgang"
6031,"Tyriek Igwe & Tyson Dupont"
6030,"Noam Dar & Oro Mensah"
6030,"Sanga & Veer"
6027,"Damian Priest & Finn Balor"
6027,"Kofi Kingston & Xavier Woods"
6026,"Brutus Creed & Julius Creed"
6026,"Johnny Gargano & Tommaso Ciampa"
6015,"Chelsea Green & Piper Niven"
6015,"Jacy Jayne & Thea Hail"
6013,"Angel Garza & Humberto Carrillo"
6013,"Brutus Creed & Julius Creed"
6007,"Giovanni Vinci & Ludwig Kaiser"
6007,"Johnny Gargano & Tommaso Ciampa"
6005,"Brutus Creed & Julius Creed"
6005,"Chad Gable & Otis"
5999,"Butch    & Ridge Holland"
5999,"Elton Prince & Kit Wilson"
5997,"Angelo Dawkins & Montez Ford"
5997,"Carlito & Santos Escobar"
5994,"Andre Chase & Duke Hudson"
5994,"Channing Lorenzo & Tony D'Angelo"
5988,"Chad Gable & Otis"
5988,"Kofi Kingston & Xavier Woods"
5984,"Austin Theory & Grayson Waller"
5984,"Cameron Grimes & Dragon Lee"
5977,"Andre Chase & Duke Hudson"
5977,"Angel Garza & Humberto Carrillo, Bronco Nima & Lucien Price, Brooks Jensen & Josh Briggs,Brutus Creed & Julius Creed, Butch    & Ridge Holland, Damon Kemp & Drew Gulak, Edris Enofe & Malik Blade, Hank Walker & Tank Ledger, Mark Coffey & Wolfgang"
5973,"Cody Rhodes & Jey Uso"
5973,"Damian Priest & Finn Balor"
5966,"Butch    & Ridge Holland"
5966,"Elton Prince & Kit Wilson"
5965,"Austin Theory & Grayson Waller"
5965,"Cody Rhodes & Jey Uso"
5963,"Boa & Dante Chen"
5963,"Edris Enofe & Malik Blade"
5960,"Butch   , Ridge Holland & Tyler Bate"
5960,"Joe Coffey, Mark Coffey & Wolfgang"
5956,"Cody Rhodes & Jey Uso"
5956,"Kevin Owens & Sami Zayn"
5950,"Cody Rhodes & Jey Uso"
5950,"Damian Priest & Finn Balor"
5949,"Angelo Dawkins, Bobby Lashley & Montez Ford"
5949,"Carlito, Rey Mysterio & Santos Escobar"
5947,"Jimmy Uso & Solo Sikoa"
5947,"John Cena & LA Knight"
5945,"Asuka & Charlotte Flair"
5945,"Bayley & IYO SKY"
5941,"Butch    & Tyler Bate"
5941,"Mark Coffey & Wolfgang"
5934,"Chad Gable & Otis"
5934,"Giovanni Vinci & Ludwig Kaiser"
5931,"Angel Garza & Humberto Carrillo"
5931,"Bronco Nima & Lucien Price, Brutus Creed & Julius Creed, Channing Lorenzo & Tony D'Angelo"
5913,"Damian Priest & Finn Balor"
5913,"Kevin Owens & Sami Zayn"
5912,"Angelo Dawkins & Montez Ford"
5912,"Rey Mysterio & Santos Escobar"
5911,"Austin Theory & Grayson Waller"
5911,"Butch    & Ridge Holland"
5907,"Becky Lynch & Lyra Valkyria"
5907,"Kiana James & Tiffany Stratton"
5889,"Dani Palmer & Tatum Paxley"
5889,"Jakara Jackson & Lash Legend"
5887,"Cedric Alexander & Shelton Benjamin"
5887,"Erik & Ivar"
5885,"Damian Priest & Finn Balor"
5885,"Jey Uso & Kevin Owens"
5883,"Chad Gable, Otis & Tommaso Ciampa"
5883,"Giovanni Vinci, Gunther & Ludwig Kaiser"
5881,"Butch    & Ridge Holland"
5881,"Damian Priest & Finn Balor"
5879,"Bayley & IYO SKY"
5879,"Charlotte Flair & Shotzi"
5869,"Drew McIntyre & Matt Riddle"
5869,"Erik & Ivar"
5864,"Damian Priest & Finn Balor"
5864,"Kevin Owens & Sami Zayn"
5856,"Austin Theory & Grayson Waller"
5856,"Rey Mysterio & Santos Escobar"
5855,"Brutus Creed & Julius Creed"
5855,"Jagger Reid & Rip Fowler"
5846,"Erik & Ivar"
5846,"Kofi Kingston & Xavier Woods"
5843,"Angelo Dawkins & Montez Ford"
5843,"Butch    & Ridge Holland"
5839,"Dominik Mysterio & Rhea Ripley"
5839,"Dragon Lee   & Lyra Valkyria"
5835,"Cody Rhodes, Kevin Owens & Sami Zayn"
5835,"Damian Priest, Dominik Mysterio & Finn Balor"
5831,"Drew McIntyre & Matt Riddle"
5831,"Kofi Kingston & Xavier Woods"
5829,"Bayley & IYO SKY"
5829,"Bianca Belair & Charlotte Flair"
5826,"Hank Walker & Tank Ledger"
5826,"Tyriek Igwe & Tyson Dupont"
5824,"Channing Lorenzo & Tony D'Angelo"
5824,"Jagger Reid & Rip Fowler"
5817,"Drew McIntyre & Matt Riddle"
5817,"Erik & Ivar"
5810,"Brooks Jensen & Josh Briggs"
5810,"Charlie Dempsey & Drew Gulak"
5800,"Erik & Ivar"
5800,"Kofi Kingston & Xavier Woods"
5796,"Cody Rhodes, Seth Rollins & Shinsuke Nakamura"
5796,"Damian Priest, Dominik Mysterio & Finn Balor"
5787,"Butch    & Ridge Holland"
5787,"Karl Anderson & Luke Gallows"
5784,"Channing Lorenzo, Santos Escobar & Tony D'Angelo"
5784,"Joe Coffey, Mark Coffey & Wolfgang"
5781,"Carmelo Hayes & Wes Lee"
5781,"Noam Dar & Oro Mensah"
5778,"Edris Enofe & Malik Blade"
5778,"Tyriek Igwe & Tyson Dupont"
5772,"Damian Priest & Dominik Mysterio"
5772,"Sami Zayn & Seth Rollins"
5767,"Channing Lorenzo & Tony D'Angelo"
5767,"Mark Coffey & Wolfgang"
5766,"Dragon Lee  , Nathan Frazer, Valentina Feroz & Yulisa Leon"
5766,"Jakara Jackson, Lash Legend, Noam Dar & Oro Mensah"
5763,"Bianca Belair & Charlotte Flair"
5763,"Chelsea Green & Sonya Deville"
5760,"Carmelo Hayes, Ilja Dragunov & Trick Williams"
5760,"Jagger Reid, Joe Gacy & Rip Fowler"
5758,"Bronco Nima & Lucien Price"
5758,"Channing Lorenzo & Tony D'Angelo"
5747,"Hank Walker & Tank Ledger"
5747,"Ikemen Jiro & Quincy Elliott"
5745,"Angel Garza & Humberto Carrillo"
5745,"Dragon Lee   & Nathan Frazer"
5743,"Chelsea Green & Sonya Deville"
5743,"Liv Morgan & Raquel Rodriguez"
5741,"Chad Gable & Otis"
5741,"Erik & Ivar"
5740,"Damian Priest & Dominik Mysterio"
5740,"Kevin Owens & Sami Zayn"
5737,"Elton Prince & Kit Wilson"
5737,"Ridge Holland & Sheamus"
5736,"Andre Chase & Duke Hudson"
5736,"Charlie Dempsey & Drew Gulak"
5732,"Carmelo Hayes & Trick Williams"
5732,"Damian Priest & Finn Balor"
5731,"Drew McIntyre & Matt Riddle"
5731,"Giovanni Vinci & Ludwig Kaiser"
5728,"Damian Priest, Dominik Mysterio & Finn Balor"
5728,"Kevin Owens, Sami Zayn & Seth Rollins"
5722,"Candice LeRae & Indi Hartwell"
5722,"Chelsea Green & Sonya Deville, Dana Brooke & Tegan Nox, Emma & Nikki Cross,Katana Chance & Kayden Carter"
5721,"Chad Gable, Maxxine Dupri & Otis"
5721,"Erik, Ivar & Valhalla"
5719,"Liv Morgan & Raquel Rodriguez"
5719,"Ronda Rousey & Shayna Baszler"
5714,"Jey Uso & Jimmy Uso"
5714,"Roman Reigns & Solo Sikoa"
5712,"Elton Prince & Kit Wilson"
5712,"Kevin Owens & Sami Zayn"
5705,"Brutus Creed & Julius Creed"
5705,"Jagger Reid & Rip Fowler"
5702,"Edris Enofe & Malik Blade"
5702,"Mark Coffey & Wolfgang"
5695,"Alba Fyre & Isla Dawn"
5695,"Ronda Rousey & Shayna Baszler"
5694,"Angelo Dawkins & Montez Ford"
5694,"Elton Prince & Kit Wilson"
5690,"Brooks Jensen & Josh Briggs"
5690,"Edris Enofe & Malik Blade, Hank Walker & Tank Ledger"
5682,"Cody Rhodes, Kevin Owens & Sami Zayn"
5682,"Damian Priest, Dominik Mysterio & Finn Balor"
5681,"Angelo Dawkins & Montez Ford"
5681,"Ashante Adonis & Top Dolla, Cruz Del Toro & Joaquin Wilde, Elton Prince & Kit Wilson,Karl Anderson & Luke Gallows, Ridge Holland & Sheamus"
5679,"Jagger Reid, Joe Gacy & Rip Fowler"
5679,"Mustafa Ali, Tyler Bate & Wes Lee"
5672,"Gunther & Ludwig Kaiser"
5672,"Kevin Owens & Sami Zayn"
5664,"Ava , Jagger Reid & Rip Fowler"
5664,"Brutus Creed, Ivy Nile & Julius Creed"
5657,"Katana Chance & Kayden Carter"
5657,"Ronda Rousey & Shayna Baszler"
5654,"Austin Theory, Elton Prince & Kit Wilson"
5654,"Butch   , Ridge Holland & Sheamus"
5653,"Jagger Reid & Rip Fowler"
5653,"Tyler Bate & Wes Lee"
5649,"Bronco Nima & Lucien Price"
5649,"Hank Walker & Tank Ledger"
5646,"Bayley & IYO SKY"
5646,"Chelsea Green & Sonya Deville, Raquel Rodriguez & Shotzi, Ronda Rousey & Shayna Baszler"
5644,"AJ Styles & Seth Rollins"
5644,"Damian Priest & Finn Balor"
5643,"Brutus Creed & Julius Creed"
5643,"Mark Coffey & Wolfgang"
5632,"Kevin Owens & Sami Zayn"
5632,"Roman Reigns & Solo Sikoa"
5629,"Jakara Jackson & Lash Legend"
5629,"Valentina Feroz & Yulisa Leon"
5624,"Giovanni Vinci, Gunther & Ludwig Kaiser"
5624,"Kevin Owens, Matt Riddle & Sami Zayn"
5621,"Butch    & Ridge Holland"
5621,"Elton Prince & Kit Wilson"
5618,"Bayley & IYO SKY"
5618,"Raquel Rodriguez & Shotzi"
5616,"Jey Uso & Jimmy Uso"
5616,"Rey Mysterio & Santos Escobar"
5613,"Brutus Creed & Julius Creed"
5613,"Jagger Reid & Rip Fowler"
5612,"Carmelo Hayes & Trick Williams"
5612,"Charlie Dempsey & Drew Gulak"
5610,"Elektra Lopez & Lola Vice"
5610,"Kelani Jordan & Wendy Choo"
5608,"Damian Priest & Finn Balor"
5608,"Kevin Owens & Sami Zayn"
5600,"Bayley & Dakota Kai"
5600,"Liv Morgan & Raquel Rodriguez"
5598,"Bronco Nima & Lucien Price"
5598,"Edris Enofe & Malik Blade"
5597,"Jagger Reid & Rip Fowler"
5597,"Mark Coffey & Wolfgang"
5590,"Giovanni Vinci & Ludwig Kaiser"
5590,"Kevin Owens & Sami Zayn"
5582,"Jey Uso, Jimmy Uso & Solo Sikoa"
5582,"Kevin Owens, Matt Riddle & Sami Zayn"
5580,"Erik & Ivar"
5580,"Karl Anderson & Luke Gallows"
5578,"Dominik Mysterio & Rhea Ripley"
5578,"Rey Mysterio & Zelina Vega"
5575,"Alba Fyre & Isla Dawn"
5575,"Katana Chance & Kayden Carter"
5570,"Bayley & Dakota Kai"
5570,"Liv Morgan & Raquel Rodriguez"
5568,"Damian Priest, Dominik Mysterio & Rhea Ripley"
5568,"Rey Mysterio, Santos Escobar & Zelina Vega"
5565,"Angelo Dawkins & Montez Ford"
5565,"Braun Strowman & Ricochet, Cruz Del Toro & Joaquin Wilde"
5564,"Jey Uso & Jimmy Uso"
5564,"Kevin Owens & Sami Zayn"
5563,"Brooks Jensen & Kiana James"
5563,"Fallon Henley & Josh Briggs"
5559,"Channing Lorenzo & Tony D'Angelo"
5559,"Elton Prince & Kit Wilson"
5558,"Hank Walker & Tank Ledger"
5558,"Jagger Reid & Rip Fowler"
5554,"Cruz Del Toro, Joaquin Wilde & Santos Escobar"
5554,"Jey Uso, Jimmy Uso & Solo Sikoa"
5551,"Bayley, Dakota Kai & IYO SKY"
5551,"Bianca Belair, Liv Morgan & Raquel Rodriguez"
5550,"Braun Strowman & Ricochet"
5550,"Erik & Ivar"
5549,"Chelsea Green & Sonya Deville"
5549,"Liv Morgan & Raquel Rodriguez"
5548,"Damian Priest & Finn Balor"
5548,"Rey Mysterio & Santos Escobar"
5545,"Brutus Creed & Julius Creed"
5545,"Jagger Reid & Rip Fowler, Mark Coffey & Wolfgang"
5542,"Jakara Jackson & Lash Legend"
5542,"Valentina Feroz & Wendy Choo"
5539,"Edris Enofe & Malik Blade"
5539,"Javier Bernal & Kale Dixon"
5536,"Damian Priest, Dominik Mysterio & Finn Balor"
5536,"Kevin Owens, Matt Riddle & Sami Zayn"
5528,"Elektra Lopez & Lola Vice"
5528,"Katana Chance & Kayden Carter"
5524,"Alba Fyre & Isla Dawn"
5524,"Fallon Henley & Kiana James"
5522,"Becky Lynch & Trish Stratus"
5522,"Liv Morgan & Raquel Rodriguez"
5516,"Chad Gable & Otis"
5516,"Jey Uso & Jimmy Uso"
5515,"Damian Priest & Dominik Mysterio"
5515,"Rey Mysterio & Santos Escobar"
5514,"Butch   , Ridge Holland & Sheamus"
5514,"Giovanni Vinci, Gunther & Ludwig Kaiser"
5511,"Channing Lorenzo & Tony D'Angelo"
5511,"Elton Prince & Kit Wilson"
5506,"Dakota Kai & IYO SKY"
5506,"Liv Morgan & Raquel Rodriguez"
5502,"Angelo Dawkins & Montez Ford"
5502,"Kevin Owens & Sami Zayn"
5497,"Chelsea Green & Sonya Deville"
5497,"Liv Morgan & Raquel Rodriguez, Natalya & Shotzi, Ronda Rousey & Shayna Baszler"
5491,"Bayley, Dakota Kai & IYO SKY"
5491,"Becky Lynch, Lita & Trish Stratus"
5489,"Angelo Dawkins & Montez Ford"
5489,"Braun Strowman & Ricochet, Chad Gable & Otis, Erik & Ivar"
5486,"Alba Fyre & Isla Dawn"
5486,"Fallon Henley & Kiana James"
5484,"Brutus Creed & Julius Creed"
5484,"Channing Lorenzo & Tony D'Angelo, Mark Coffey & Wolfgang"
5482,"Andre Chase, Duke Hudson, Thea Hail & Tyler Bate"
5482,"Ava , Jagger Reid, Joe Gacy & Rip Fowler"
5481,"Jey Uso & Jimmy Uso"
5481,"Kevin Owens & Sami Zayn"
5478,"Drew McIntyre & Sheamus"
5478,"Giovanni Vinci & Ludwig Kaiser"
5474,"Angelo Dawkins, Braun Strowman, Montez Ford & Ricochet"
5474,"Chad Gable, Erik, Ivar & Otis"
5466,"Brooks Jensen & Josh Briggs"
5466,"Channing Lorenzo & Tony D'Angelo"
5464,"Bron Breakker & Carmelo Hayes"
5464,"Elton Prince & Kit Wilson"
5459,"Asuka & Bianca Belair"
5459,"Chelsea Green & Piper Niven"
5455,"Dominik Mysterio & Rhea Ripley"
5455,"Santos Escobar & Zelina Vega"
5453,"Elton Prince & Kit Wilson"
5453,"Mark Coffey & Wolfgang"
5451,"Damon Kemp & Tavion Heights"
5451,"Edris Enofe & Malik Blade"
5445,"Damian Priest & Dominik Mysterio"
5445,"Dexter Lumis & Johnny Gargano"
5443,"Cruz Del Toro, Joaquin Wilde & Santos Escobar"
5443,"Damian Priest, Dominik Mysterio & Finn Balor"
5442,"Braun Strowman & Ricochet"
5442,"Erik & Ivar"
5440,"Drew McIntyre & Sheamus"
5439,"Bron Breakker, Brutus Creed & Julius Creed"
5439,"Jinder Mahal, Sanga & Veer Mahaan"
5432,"Karl Anderson & Luke Gallows"
5432,"ma.ce & man.soor"
5414,"Cedric Alexander & Shelton Benjamin"
5414,"Edris Enofe & Malik Blade"
5413,"Becky Lynch & Lita"
5413,"Dakota Kai & IYO SKY"
5411,"Angelo Dawkins & Montez Ford"
5411,"Jimmy Uso & Solo Sikoa"
5409,"Braun Strowman, Madcap Moss & Ricochet"
5409,"Giovanni Vinci, Gunther & Ludwig Kaiser"
5406,"Andre Chase & Duke Hudson"
5406,"Jagger Reid & Rip Fowler"
5402,"Damon Kemp & Tavion Heights"
5402,"Myles Borne & Tank Ledger"
5401,"Candice LeRae & Michin"
5401,"Dana Brooke & Tamina"
5393,"Beth Phoenix & Edge"
5393,"Finn Balor & Rhea Ripley"
5390,"Drew McIntyre & Sheamus"
5390,"Erik & Ivar"
5389,"Natalya & Shotzi"
5389,"Ronda Rousey & Shayna Baszler"
5388,"Katana Chance & Kayden Carter"
5388,"Meiko Satomura & Roxanne Perez"
5383,"Angelo Dawkins & Montez Ford"
5383,"Damian Priest & Finn Balor"
5382,"Asuka, Carmella & Nikki Cross"
5382,"Liv Morgan, Natalya & Raquel Rodriguez"
5379,"Braun Strowman & Ricochet"
5379,"Jey Uso & Jimmy Uso"
5375,"Andre Chase & Duke Hudson"
5375,"Elton Prince & Kit Wilson"
5368,"Brutus Creed & Julius Creed"
5368,"Karl Anderson & Luke Gallows"
5367,"Cedric Alexander & Shelton Benjamin"
5367,"Chad Gable & Otis"
5364,"Fallon Henley & Kiana James"
5364,"Katana Chance & Kayden Carter"
5362,"Andre Chase & Duke Hudson"
5362,"Elton Prince & Kit Wilson, Kofi Kingston & Xavier Woods, Mark Coffey & Wolfgang"
5359,"Butch    & Ridge Holland"
5359,"Erik & Ivar"
5357,"Braun Strowman & Ricochet"
5357,"Giovanni Vinci & Ludwig Kaiser"
5353,"Andre Chase & Duke Hudson"
5353,"Edris Enofe & Malik Blade, Jagger Reid & Rip Fowler"
5352,"Brutus Creed & Julius Creed"
5352,"Sanga & Veer Mahaan"
5337,"Cruz Del Toro & Joaquin Wilde"
5337,"Giovanni Vinci & Ludwig Kaiser"
5335,"Ashante Adonis & Top Dolla"
5335,"Braun Strowman & Ricochet"
5331,"Brutus Creed & Julius Creed"
5331,"Drew Gulak & Hank Walker"
5330,"Alba Fyre & Sol Ruca"
5330,"Katana Chance & Kayden Carter"
5328,"Angelo Dawkins, Montez Ford & Seth Rollins"
5328,"Giovanni Vinci, Gunther & Ludwig Kaiser"
5325,"Damian Priest & Dominik Mysterio"
5325,"Jey Uso, Jimmy Uso & Sami Zayn"
5324,"Drew McIntyre & Sheamus"
5324,"Erik & Ivar"
5323,"Butch    & Ridge Holland"
5323,"Giovanni Vinci & Ludwig Kaiser"
5322,"Apollo Crews & Axiom"
5322,"Carmelo Hayes & Trick Williams"
5321,"Brooks Jensen & Josh Briggs"
5321,"Mark Coffey & Wolfgang"
5320,"Gigi Dolin & Jacy Jayne"
5320,"Lyra Valkyria & Roxanne Perez"
5317,"Chad Gable & Otis"
5317,"Damian Priest & Dominik Mysterio"
5316,"Angelo Dawkins & Montez Ford"
5316,"Cedric Alexander & Shelton Benjamin"
5307,"Brian Williams         & Jimmy Jackson"
5307,"Edris Enofe & Malik Blade, Elton Prince & Kit Wilson, Mark Coffey & Wolfgang"
5299,"Angelo Dawkins & Montez Ford"
5299,"Cedric Alexander & Shelton Benjamin, Chad Gable & Otis, Damian Priest, Dominik Mysterio & Finn Balor,Karl Anderson & Luke Gallows"
5296,"Drew McIntyre & Sheamus"
5296,"Jey Uso & Jimmy Uso"
5293,"Amari Miller & Elektra Lopez"
5293,"Dani Palmer & Sol Ruca"
5291,"Edris Enofe & Malik Blade"
5291,"Myles Borne & Tavion Heights"
5286,"Angelo Dawkins, Kevin Owens & Montez Ford"
5286,"Jey Uso, Jimmy Uso & Sami Zayn"
5285,"Becky Lynch & Mia Yim"
5285,"Dakota Kai & IYO SKY"
5281,"John Cena & Kevin Owens"
5281,"Roman Reigns & Sami Zayn"
5278,"Jey Uso & Jimmy Uso"
5278,"Kevin Owens & Seth Rollins"
5276,"Angelo Dawkins & Montez Ford"
5276,"Damian Priest & Finn Balor"
5275,"Chad Gable & Otis"
5275,"Karl Anderson & Luke Gallows"
5272,"Ashante Adonis & Top Dolla"
5272,"Cruz Del Toro & Joaquin Wilde, Erik & Ivar"
5271,"Ashante Adonis & Top Dolla"
5271,"Jey Uso & Jimmy Uso"
5269,"Dakota Kai & IYO SKY"
5269,"Liv Morgan & Tegan Nox"
5267,"Braun Strowman & Ricochet"
5267,"Giovanni Vinci & Ludwig Kaiser"
5266,"Edris Enofe, Malik Blade & Odyssey Jones"
5266,"Jagger Reid, Joe Gacy & Rip Fowler"
5265,"Brooks Jensen & Josh Briggs"
5265,"Kofi Kingston & Xavier Woods"
5257,"Gigi Dolin & Jacy Jayne"
5257,"Ivy Nile & Tatum Paxley, Katana Chance & Kayden Carter"
5246,"Akira Tozawa, Angelo Dawkins & Montez Ford"
5246,"Damian Priest, Dominik Mysterio & Finn Balor"
5244,"Cedric Alexander & Mustafa Ali"
5244,"Edris Enofe & Malik Blade"
5242,"Elton Prince & Kit Wilson"
5242,"Kofi Kingston & Xavier Woods"
5237,"Andre Chase & Duke Hudson"
5237,"Javier Bernal & Xyon Quinn"
5235,"Butch    & Sheamus"
5235,"Jey Uso & Jimmy Uso"
5234,"Giovanni Vinci, Gunther & Ludwig Kaiser"
5234,"Kofi Kingston, Ricochet & Xavier Woods"
5231,"Bronco Nima & Lucien Price"
5231,"Jagger Reid & Rip Fowler"
5227,"AJ Styles, Karl Anderson & Luke Gallows"
5227,"Baron Corbin, Chad Gable & Otis"
5223,"Jey Uso & Jimmy Uso"
5223,"Kevin Owens & Matt Riddle"
5218,"Gigi Dolin, Jacy Jayne & Mandy Rose"
5218,"Katana Chance, Kayden Carter & Nikkita Lyons"
5210,"Angelo Dawkins & Montez Ford"
5210,"Chad Gable & Otis"
5206,"AJ Styles, Karl Anderson, Luke Gallows & Mia Yim"
5206,"Damian Priest, Dominik Mysterio, Finn Balor & Rhea Ripley"
5203,"Alexa Bliss, Asuka, Becky Lynch, Bianca Belair & Mia Yim"
5203,"Bayley, Dakota Kai, IYO SKY, Nikki Cross & Rhea Ripley"
5199,"Butch   , Drew McIntyre, Kevin Owens, Ridge Holland & Sheamus"
5199,"Jey Uso, Jimmy Uso, Roman Reigns, Sami Zayn & Solo Sikoa"
5197,"Drew McIntyre & Sheamus"
5197,"Jey Uso & Jimmy Uso"
5193,"Andre Chase & Duke Hudson"
5193,"Elton Prince & Kit Wilson"
5190,"Butch   , Ridge Holland & Sheamus"
5190,"Damian Priest, Dominik Mysterio & Finn Balor"
5188,"Chad Gable & Otis"
5188,"Elias  & Matt Riddle"
5183,"Braun Strowman, Kofi Kingston & Xavier Woods"
5183,"Giovanni Vinci, Gunther & Ludwig Kaiser"
5170,"Drew McIntyre, Ricochet & Sheamus"
5170,"Giovanni Vinci, Gunther & Ludwig Kaiser"
5169,"Emma & Tamina"
5169,"Ronda Rousey & Shayna Baszler"
5168,"Jey Uso & Jimmy Uso"
5168,"Kofi Kingston & Xavier Woods"
5166,"Katana Chance & Kayden Carter"
5166,"Nikkita Lyons & Zoey Stark"
5164,"Bronco Nima, Lucien Price & Xyon Quinn"
5164,"Edris Enofe, Malik Blade & Odyssey Jones"
5159,"Jey Uso, Jimmy Uso & Solo Sikoa"
5159,"Kofi Kingston, Matt Riddle & Xavier Woods"
5157,"AJ Styles, Karl Anderson & Luke Gallows"
5157,"Damian Priest, Dominik Mysterio & Finn Balor"
5156,"Butch    & Ridge Holland"
5156,"Jey Uso & Jimmy Uso"
5152,"Alexa Bliss & Asuka"
5152,"Dakota Kai & IYO SKY"
5148,"Bron Breakker & Wes Lee"
5148,"Elton Prince & Kit Wilson"
5146,"Duke Hudson & Von Wagner"
5146,"R-Truth & Shelton Benjamin"
5141,"Alexa Bliss & Asuka"
5141,"Dakota Kai & IYO SKY"
5134,"Butch    & Ridge Holland"
5134,"Sami Zayn & Solo Sikoa"
5131,"Edris Enofe & Malik Blade"
5131,"Elton Prince & Kit Wilson"
5129,"Katana Chance & Kayden Carter"
5129,"Nikkita Lyons & Zoey Stark"
5114,"Dakota Kai & IYO SKY"
5114,"Raquel Rodriguez & Shotzi"
5108,"Cameron Grimes, Karl Anderson & Luke Gallows"
5108,"Jagger Reid, Joe Gacy & Rip Fowler"
5104,"Bianca Belair & Candice LeRae"
