"MatchIndex","Team"
7112,"Angel    & Berto"
7112,"Elton Prince & Kit Wilson"
7109,"Fallon Henley, Jacy Jayne & Jazmyn Nyx"
7109,"Gigi Dolin, Shotzi & Tatum Paxley"
7107,"Akira Tozawa & Otis"
7107,"Myles Borne & Tavion Heights"
7100,"Alex Shelley & Chris Sabin"
7100,"Johnny Gargano & Tommaso Ciampa"
7099,"Jacob Fatu, Solo Sikoa & Tama Tonga"
7099,"Jey Uso, Jimmy Uso & Sami Zayn"
7093,"Akam & Rezar"
7093,"Cruz Del Toro & Joaquin Wilde"
7090,"Damian Priest, Erik & Ivar"
7090,"Dominik Mysterio, Finn Balor & JD McDonagh"
7088,"Bayley, Bianca Belair & Naomi"
7088,"Candice LeRae, Nia Jax & Tiffany Stratton"
7086,"Angel    & Berto"
7086,"Angelo Dawkins & Montez Ford"
7084,"Carlee Bright, Kendal Grey & Layla Diggs"
7084,"Kali Armstrong, Lainey Reid & Wendy Choo"
7081,"Gigi Dolin & Shotzi"
7081,"Jakara Jackson & Lash Legend, Katana Chance & Kayden Carter"
7080,"Andre Chase, Hank Walker & Tank Ledger"
7080,"Tyriek Igwe, Tyson Dupont & Wes Lee"
7079,"Alba Fyre & Isla Dawn"
7079,"Jacy Jayne & Jazmyn Nyx"
7078,"Axiom & Nathan Frazer"
7078,"Mark Coffey & Wolfgang"
7076,"Bronco Nima & Lucien Price"
7076,"Channing Lorenzo & Luca Crusifino, Hank Walker & Tank Ledger, Myles Borne & Tavion Heights"
7071,"Jakara Jackson & Lash Legend"
7071,"Sol Ruca & Zaria"
7064,"Erik & Ivar"
7064,"Finn Balor & JD McDonagh"
7058,"Alex Shelley & Chris Sabin"
7058,"Austin Theory & Grayson Waller"
7053,"Andrade, Apollo Crews & LA Knight"
7053,"Jacob Fatu, Solo Sikoa & Tama Tonga"
7051,"Bianca Belair & Naomi"
7051,"Candice LeRae & Nia Jax"
7049,"Hank Walker & Tank Ledger"
7049,"Tyriek Igwe & Tyson Dupont"
7045,"Cora Jade & Roxanne Perez"
7045,"Giulia & Kelani Jordan"
7043,"Alba Fyre & Isla Dawn"
7043,"Katana Chance & Kayden Carter"
7039,"Akam, Karrion Kross, Rezar & The Miz"
7039,"Dexter Lumis, Erick Rowan, Joe Gacy & Uncle Howdy"
7036,"Axiom & Nathan Frazer"
7036,"Myles Borne & Tavion Heights"
7030,"Alex Shelley & Chris Sabin"
7030,"Johnny Gargano & Tommaso Ciampa"
7027,"Bronco Nima & Lucien Price"
7027,"Channing Lorenzo & Luca Crusifino, Hank Walker & Tank Ledger, Josh Briggs & Yoshiki Inamura,Mark Coffey & Wolfgang, Myles Borne & Tavion Heights, Tyriek Igwe & Tyson Dupont"
7022,"Brutus Creed & Julius Creed"
7022,"Cruz Del Toro & Joaquin Wilde"
7018,"Bayley, Bianca Belair, IYO SKY, Naomi & Rhea Ripley"
7018,"Candice LeRae, Liv Morgan, Nia Jax, Raquel Rodriguez & Tiffany Stratton"
7014,"Bronson Reed, Jacob Fatu, Solo Sikoa, Tama Tonga & Tonga Loa"
7014,"CM Punk, Jey Uso, Jimmy Uso, Roman Reigns & Sami Zayn"
7009,"Kali Armstrong & Lainey Reid"
7009,"Layla Diggs & Tyra Mae Steele"
7005,"Brutus Creed & Julius Creed"
7005,"Dragon Lee   & Rey Mysterio"
7003,"Erik & Ivar"
7003,"Finn Balor & JD McDonagh"
6996,"Bayley & Naomi"
6996,"Candice LeRae & Tiffany Stratton"
6987,"Alex Shelley & Chris Sabin"
6987,"Angelo Dawkins & Montez Ford"
6985,"Channing Lorenzo & Luca Crusifino"
6985,"Kale Dixon & Uriah Connors"
6980,"Giulia & Stephanie Vaquer"
6980,"Jakara Jackson & Lash Legend"
6979,"Dakota Kai, IYO SKY & Kairi Sane"
6979,"Shayna Baszler, Sonya Deville & Zoey Stark"
6978,"Carlito & Dominik Mysterio"
6978,"Erik & Ivar"
6977,"Chad Gable & Ivy Nile"
6977,"Rey Mysterio & Zelina Vega"
6972,"Bianca Belair & Jade Cargill"
6972,"Liv Morgan & Raquel Rodriguez"
6971,"Alba Fyre & Isla Dawn"
6971,"Katana Chance & Kayden Carter"
6969,"Alex Shelley & Chris Sabin"
6969,"Austin Theory & Grayson Waller"
6968,"Bianca Belair & Jade Cargill"
6968,"Nia Jax & Tiffany Stratton"
6967,"Bubba Ray Dudley & Trick Williams"
6967,"Ethan Page & Ridge Holland"
6964,"Cora Jade, Fallon Henley, Jacy Jayne, Jazmyn Nyx & Roxanne Perez"
6964,"Giulia, Jordynne Grace, Kelani Jordan, Stephanie Vaquer & Zaria"
6962,"Erik & Ivar"
6962,"Kofi Kingston & Xavier Woods"
6957,"Akam & Rezar"
6957,"Cruz Del Toro & Joaquin Wilde"
6953,"Jacob Fatu, Solo Sikoa & Tama Tonga"
6953,"Jey Uso, Jimmy Uso & Roman Reigns"
6952,"Bianca Belair & Jade Cargill"
6952,"Chelsea Green & Piper Niven, IYO SKY & Kairi Sane, Jakara Jackson & Lash Legend"
6948,"Cutler James, Dion Lennox & Shiloh Hill"
6948,"Joe Coffey, Mark Coffey & Wolfgang"
6945,"Axiom & Nathan Frazer"
6945,"Cedric Alexander & Je'Von Evans"
6943,"Dragon Lee   & Rey Mysterio"
6943,"Erik & Ivar, Kofi Kingston & Xavier Woods"
6941,"Katana Chance & Kayden Carter"
6941,"Shayna Baszler & Sonya Deville"
6938,"Cora Jade & Roxanne Perez"
6938,"Giulia & Stephanie Vaquer"
6934,"Bayley & Naomi"
6934,"Candice LeRae & Indi Hartwell"
6932,"Alex Shelley & Chris Sabin"
6932,"Tama Tonga & Tonga Loa"
6930,"Cody Rhodes & Randy Orton"
6930,"Gunther & Ludwig Kaiser"
6927,"Alex Shelley & Chris Sabin"
6927,"Johnny Gargano & Tommaso Ciampa"
6926,"Dante Chen & Drake Morreaux"
6926,"Kale Dixon & Uriah Connors"
6925,"Fallon Henley & Jacy Jayne"
6925,"Giulia & Stephanie Vaquer"
6924,"IYO SKY & Kairi Sane"
6924,"Jakara Jackson & Lash Legend"
6922,"IYO SKY & Kairi Sane"
6922,"Liv Morgan & Raquel Rodriguez"
6920,"Brutus Creed & Julius Creed"
6920,"Dragon Lee   & Rey Mysterio"
6918,"Akam & Rezar"
6918,"Kofi Kingston & Xavier Woods"
6916,"Angelo Dawkins & Montez Ford"
6916,"Elton Prince & Kit Wilson, Johnny Gargano & Tommaso Ciampa"
6915,"Alex Shelley & Chris Sabin"
6915,"Angel    & Berto, Austin Theory & Grayson Waller"
6914,"Bayley & Naomi"
6914,"Candice LeRae & Nia Jax"
6910,"Harlem Lewis & Niko Vance"
6910,"Tyriek Igwe & Tyson Dupont"
6908,"Angel    & Berto"
6908,"Angelo Dawkins & Montez Ford"
6903,"Bianca Belair, Jade Cargill & Kelani Jordan"
6903,"Fallon Henley, Jacy Jayne & Jazmyn Nyx"
6901,"Austin Theory & Grayson Waller"
6901,"Axiom & Nathan Frazer"
6900,"Bianca Belair & Jade Cargill"
6900,"IYO SKY & Kairi Sane"
6898,"Liv Morgan & Raquel Rodriguez"
6898,"Rhea Ripley & Tiffany Stratton"
6894,"Alba Fyre, Isla Dawn, Shayna Baszler, Sonya Deville & Zoey Stark"
6894,"Katana Chance, Kayden Carter, Lyra Valkyria, Natalya & Zelina Vega"
6886,"Cody Rhodes & Roman Reigns"
6886,"Jacob Fatu & Solo Sikoa"
6882,"Angelo Dawkins & Montez Ford"
6882,"Johnny Gargano & Tommaso Ciampa, Tama Tonga & Tonga Loa"
6879,"Fallon Henley & Jacy Jayne"
6879,"Jaida Parker & Lola Vice"
6876,"Akira Tozawa & Otis"
6876,"Mark Coffey & Wolfgang"
6873,"Carlito, Dominik Mysterio & JD McDonagh"
6873,"Cruz Del Toro, Dragon Lee   & Joaquin Wilde"
6867,"Jacob Fatu & Solo Sikoa"
6867,"Kevin Owens & Randy Orton"
6866,"Cutler James & Shiloh Hill"
6866,"Mark Coffey & Wolfgang"
6865,"Austin Theory & Grayson Waller"
6865,"Cedric Alexander & Je'Von Evans"
6860,"Brutus Creed & Julius Creed"
6860,"Kofi Kingston & Xavier Woods"
6859,"Alba Fyre & Isla Dawn"
6859,"IYO SKY & Kairi Sane"
6855,"Angelo Dawkins, Kevin Owens & Montez Ford"
6855,"Jacob Fatu, Tama Tonga & Tonga Loa"
6854,"Bayley & Naomi"
6854,"Nia Jax & Tiffany Stratton"
6853,"Kale Dixon & Uriah Connors"
6853,"Tyriek Igwe & Tyson Dupont"
6851,"Lyra Valkyria & Tatum Paxley"
6851,"Rosemary & Wendy Choo"
6850,"Cedric Alexander & Je'Von Evans"
6850,"Myles Borne & Tavion Heights"
6849,"Finn Balor & JD McDonagh"
6849,"Kofi Kingston & Xavier Woods"
6843,"Akira Tozawa & Otis"
6843,"Joe Coffey & Mark Coffey"
6842,"Austin Theory & Grayson Waller"
6842,"Kevin Owens & Randy Orton"
6833,"Cutler James & Shiloh Hill"
6833,"Kale Dixon & Uriah Connors"
6832,"Angelo Dawkins & Montez Ford"
6832,"Axiom & Nathan Frazer"
6826,"Lyra Valkyria, Natalya & Zelina Vega"
6826,"Shayna Baszler, Sonya Deville & Zoey Stark"
6825,"Alba Fyre & Isla Dawn"
6825,"Bianca Belair & Jade Cargill"
6823,"Brutus Creed, Chad Gable, Ivy Nile & Julius Creed"
6823,"Dexter Lumis, Erick Rowan, Joe Gacy & Nikki Cross"
6822,"Akira Tozawa & Otis"
6822,"Bronco Nima & Lucien Price"
6819,"Angelo Dawkins, Johnny Gargano, Montez Ford & Tommaso Ciampa"
6819,"Jacob Fatu, Solo Sikoa, Tama Tonga & Tonga Loa"
6816,"Hank Walker & Tank Ledger"
6816,"Mark Coffey & Wolfgang, Trey Miguel & Zachary Wentz"
6808,"Akira Tozawa, Maxxine Dupri & Otis"
6808,"Brutus Creed, Ivy Nile & Julius Creed"
6807,"Alba Fyre & Isla Dawn"
6807,"IYO SKY & Kairi Sane"
6806,"Damian Priest & Jey Uso"
6806,"Finn Balor & JD McDonagh"
6799,"Andre Chase & Ridge Holland"
6799,"Axiom & Nathan Frazer"
6796,"Alba Fyre & Isla Dawn"
6796,"Bianca Belair & Jade Cargill"
6795,"Damian Priest & Rhea Ripley"
6795,"Dominik Mysterio & Liv Morgan"
6793,"Angel    & Berto"
6793,"Apollo Crews & Baron Corbin"
6788,"Carlito, Dominik Mysterio, Finn Balor & JD McDonagh"
6788,"Cruz Del Toro, Dragon Lee  , Joaquin Wilde & Rey Mysterio"
6787,"IYO SKY & Kairi Sane"
6787,"Shayna Baszler & Zoey Stark"
6783,"Akam & Rezar"
6783,"Akira Tozawa & Otis"
6779,"Alba Fyre, Blair Davenport & Isla Dawn"
6779,"Bianca Belair, Jade Cargill & Naomi"
6778,"Angelo Dawkins & Montez Ford"
6778,"Tama Tonga & Tonga Loa"
6777,"Austin Theory & Grayson Waller"
6777,"Cody Rhodes & Kevin Owens"
6775,"Adriana Rizzo, Channing Lorenzo & Luca Crusifino"
6775,"Charlie Dempsey, Myles Borne & Wren Sinclair"
6774,"Fallon Henley & Jacy Jayne"
6774,"Jakara Jackson & Lash Legend"
6771,"Axiom & Nathan Frazer"
6771,"Duke Hudson & Riley Osborne"
6769,"Akam, Karrion Kross & Rezar"
6769,"Kofi Kingston, Odyssey Jones & Xavier Woods"
6767,"Alba Fyre & Isla Dawn"
6767,"IYO SKY & Kairi Sane, Shayna Baszler & Zoey Stark"
6761,"Angelo Dawkins & Montez Ford"
6761,"Johnny Gargano & Tommaso Ciampa"
6758,"Channing Lorenzo & Luca Crusifino"
6758,"Tyriek Igwe & Tyson Dupont"
6757,"Hank Walker & Tank Ledger"
6757,"Kale Dixon & Uriah Connors"
6755,"Andre Chase & Ridge Holland"
6755,"Axiom & Nathan Frazer"
6748,"IYO SKY & Kairi Sane"
6748,"Shayna Baszler & Zoey Stark"
6747,"Akira Tozawa & Otis"
6747,"Brutus Creed & Julius Creed"
6744,"Elton Prince & Kit Wilson"
6744,"Johnny Gargano & Tommaso Ciampa"
6743,"Angelo Dawkins & Montez Ford"
6743,"Austin Theory & Grayson Waller"
6736,"Axiom & Nathan Frazer"
6736,"Wes Lee & Zachary Wentz"
6732,"Brutus Creed, Chad Gable & Julius Creed"
6732,"Dexter Lumis, Erick Rowan & Joe Gacy"
6730,"Akam & Rezar"
6730,"Kofi Kingston & Xavier Woods"
6729,"Austin Theory & Grayson Waller"
6729,"R-Truth & The Miz"
6719,"Alba Fyre & Isla Dawn"
6719,"Bianca Belair & Jade Cargill"
6717,"Jacob Fatu & Tama Tonga"
6717,"Johnny Gargano & Tommaso Ciampa"
6715,"Fallon Henley, Jacy Jayne & Jazmyn Nyx"
6715,"Karmen Petrovic, Lola Vice & Sol Ruca"
6712,"Alba Fyre & Isla Dawn"
6712,"Jakara Jackson & Lash Legend"
6709,"Katana Chance, Kayden Carter & Lyra Valkyria"
6709,"Shayna Baszler, Sonya Deville & Zoey Stark"
6707,"Akam & Rezar"
6707,"Cruz Del Toro & Joaquin Wilde"
6706,"Akira Tozawa & Otis"
6706,"Brutus Creed & Julius Creed"
6696,"Axiom, Je'Von Evans & Nathan Frazer"
6696,"Trey Miguel, Wes Lee & Zachary Wentz"
6692,"Akam, Karrion Kross & Rezar"
6692,"Akira Tozawa, Otis & Xavier Woods"
6689,"Finn Balor & JD McDonagh"
6689,"Jey Uso & Sami Zayn"
6686,"Bayley & Michin"
6686,"Nia Jax & Tiffany Stratton"
6685,"Austin Theory & Grayson Waller"
6685,"Cody Rhodes & Kevin Owens"
6684,"Angel    & Berto"
6684,"Angelo Dawkins & Montez Ford, Apollo Crews & Baron Corbin, Elton Prince & Kit Wilson,Jacob Fatu & Tama Tonga, Karl Anderson & Luke Gallows"
6680,"Bronco Nima, Jaida Parker & Lucien Price"
6680,"Karl Anderson, Luke Gallows & Michin"
6679,"Joe Coffey, Mark Coffey & Wolfgang"
6679,"Trey Miguel, Wes Lee & Zachary Wentz"
6672,"Katana Chance & Kayden Carter"
6672,"Shayna Baszler & Zoey Stark"
6670,"Austin Theory & Grayson Waller"
6670,"Johnny Gargano & Tommaso Ciampa"
6667,"Angel    & Berto"
6667,"Apollo Crews & Baron Corbin"
6666,"Dion Lennox & Uriah Connors"
6666,"Hank Walker & Tank Ledger"
6663,"Ethan Page & Shawn Spears"
6663,"Joe Hendry & Trick Williams"
6661,"Brutus Creed & Julius Creed"
6661,"Dragon Lee   & Joaquin Wilde"
6658,"Dominik Mysterio & Liv Morgan"
6658,"Rey Mysterio & Zelina Vega"
6657,"Braun Strowman, R-Truth & The Miz"
6657,"Carlito, Finn Balor & JD McDonagh"
6655,"Dakota Kai, IYO SKY & Kairi Sane"
6655,"Katana Chance, Kayden Carter & Lyra Valkyria"
6652,"Andre Chase & Duke Hudson"
6652,"Axiom & Nathan Frazer"
6649,"Arianna Grace & Karmen Petrovic"
6649,"Jacy Jayne & Jazmyn Nyx"
6644,"Cody Rhodes, Kevin Owens & Randy Orton"
6644,"Jacob Fatu, Solo Sikoa & Tama Tonga"
6643,"Bianca Belair & Jade Cargill"
6643,"Candice LeRae & Indi Hartwell"
6642,"Austin Theory & Grayson Waller"
6642,"Johnny Gargano & Tommaso Ciampa"
6640,"Angelo Dawkins & Montez Ford"
6640,"Elton Prince & Kit Wilson"
6638,"Hank Walker & Tank Ledger"
6638,"Pete Dunne & Tyler Bate"
6633,"Brutus Creed & Julius Creed"
6633,"Dragon Lee   & Joaquin Wilde"
6625,"Andre Chase & Duke Hudson"
6625,"Angel    & Berto, Edris Enofe & Malik Blade, Karl Anderson & Luke Gallows,Pete Dunne & Tyler Bate"
6622,"Akam & Rezar"
6622,"Brutus Creed & Julius Creed"
6619,"Alba Fyre & Isla Dawn"
6619,"Katana Chance & Kayden Carter"
6616,"Finn Balor & JD McDonagh"
6616,"R-Truth & The Miz"
6610,"Jacy Jayne & Jazmyn Nyx"
6610,"Jakara Jackson & Lash Legend, Lola Vice & Roxanne Perez"
6606,"Andre Chase & Duke Hudson"
6606,"Karl Anderson & Luke Gallows"
6605,"Cutler James & Dion Lennox"
6605,"Tyriek Igwe & Tyson Dupont"
6595,"Alba Fyre & Isla Dawn"
6595,"Bianca Belair & Jade Cargill, Shayna Baszler & Zoey Stark"
6587,"Joe Coffey, Mark Coffey & Wolfgang"
6587,"Pete Dunne, Tyler Bate & Wes Lee"
6585,"Channing Lorenzo & Luca Crusifino"
6585,"Jasper Troy & Shiloh Hill"
6582,"Brutus Creed & Julius Creed"
6582,"Pete Dunne & Tyler Bate"
6580,"Braun Strowman, Dragon Lee   & Rey Mysterio"
6580,"Carlito, Dominik Mysterio & JD McDonagh"
6579,"Akam & Rezar"
6579,"R-Truth & The Miz"
6575,"Axiom & Nathan Frazer"
6575,"Karl Anderson & Luke Gallows"
6569,"Angelo Dawkins, Kevin Owens & Montez Ford"
6569,"Solo Sikoa, Tama Tonga & Tonga Loa"
6568,"Bianca Belair & Jade Cargill"
6568,"Candice LeRae & Indi Hartwell"
6566,"Drake Morreaux & Javier Bernal"
6566,"Duke Hudson & Riley Osborne"
6564,"Fallon Henley, Kelani Jordan & Lash Legend"
6564,"Jaida Parker, Michin & Sol Ruca"
6560,"Bianca Belair & Jade Cargill"
6560,"Shayna Baszler & Zoey Stark"
6555,"Angelo Dawkins & Montez Ford"
6555,"Tama Tonga & Tonga Loa"
6554,"Bayley & Naomi"
6554,"Chelsea Green & Piper Niven"
6552,"Charlie Dempsey & Myles Borne"
6552,"Tyriek Igwe & Tyson Dupont"
6548,"Edris Enofe & Malik Blade"
6548,"Karl Anderson & Luke Gallows"
6547,"Je'Von Evans & Trick Williams"
6547,"Joe Coffey & Mark Coffey"
6546,"Alba Fyre & Isla Dawn"
6546,"Katana Chance & Kayden Carter"
6536,"Bianca Belair & Jade Cargill"
6536,"Candice LeRae & Indi Hartwell"
6534,"Angelo Dawkins, LA Knight & Montez Ford"
6534,"Austin Theory, Carmelo Hayes & Grayson Waller"
6531,"Dakota Kai & Kairi Sane"
6531,"Ivy Nile & Maxxine Dupri, Katana Chance & Kayden Carter, Shayna Baszler & Zoey Stark"
6529,"Akam & Rezar"
6529,"Brutus Creed & Julius Creed"
6526,"Finn Balor & JD McDonagh"
6526,"R-Truth & The Miz"
6521,"Angel    & Berto"
6521,"Johnny Gargano & Tommaso Ciampa"
6517,"Karl Anderson & Luke Gallows"
6517,"Ridge Holland & Riley Osborne"
6516,"Bronco Nima & Lucien Price"
6516,"Edris Enofe & Malik Blade"
6514,"Axiom & Nathan Frazer"
6514,"Channing Lorenzo & Luca Crusifino"
6512,"Karmen Petrovic & Natalya"
6512,"Lola Vice & Shayna Baszler"
6510,"Akam & Rezar"
6510,"Brutus Creed & Julius Creed, Finn Balor & JD McDonagh, Pete Dunne & Tyler Bate"
6487,"Brutus Creed & Julius Creed"
6487,"Pete Dunne & Tyler Bate"
6486,"Kevin Owens & Randy Orton"
6486,"Solo Sikoa & Tama Tonga"
6483,"Asuka & Kairi Sane"
6483,"Bianca Belair & Jade Cargill"
6481,"Angelo Dawkins & Montez Ford"
6481,"Austin Theory & Grayson Waller"
6479,"Akam & Rezar"
6479,"Pete Dunne & Tyler Bate"
6478,"Asuka, Dakota Kai, Kairi Sane & Tiffany Stratton"
6478,"Bayley, Bianca Belair, Jade Cargill & Naomi"
6477,"Akam & Rezar"
6477,"Axiom & Nathan Frazer"
6472,"Channing Lorenzo & Luca Crusifino"
6472,"Dante Chen & Dion Lennox"
6471,"Chelsea Green & Piper Niven"
6471,"Katana Chance & Kayden Carter"
6470,"Angel    & Berto"
6470,"Brutus Creed & Julius Creed"
6466,"Andrade, Jey Uso & Ricochet"
6466,"Damian Priest, Finn Balor & JD McDonagh"
6465,"Angel    & Berto"
6465,"Dragon Lee   & Rey Mysterio"
6461,"Channing Lorenzo, Luca Crusifino & Tony D'Angelo"
6461,"Charlie Dempsey, Damon Kemp & Myles Borne"
6453,"Dante Chen & Dion Lennox"
6453,"Edris Enofe & Malik Blade"
6451,"Brutus Creed & Julius Creed"
6451,"Mark Coffey & Wolfgang"
6450,"Johnny Gargano & Tommaso Ciampa"
6450,"R-Truth & The Miz"
6449,"Giovanni Vinci & Ludwig Kaiser"
6449,"Kofi Kingston & Xavier Woods"
6447,"Andrade & Ricochet"
6447,"JD McDonagh & Santos Escobar"
6444,"Akam & Rezar"
6444,"Angel    & Berto, Angelo Dawkins & Montez Ford, Pete Dunne & Tyler Bate"
6440,"Drake Morreaux & Javier Bernal"
6440,"Hank Walker & Tank Ledger"
6432,"Brutus Creed & Julius Creed"
6432,"Johnny Gargano & Tommaso Ciampa, Kofi Kingston & Xavier Woods"
6427,"Blair Davenport & Stevie Turner"
6427,"Carlee Bright & Kendal Grey"
6424,"Fallon Henley & Kelani Jordan"
6424,"Izzi Dame & Kiana James"
6421,"Axiom & Nathan Frazer"
6421,"Baron Corbin & Bron Breakker"
6418,"Chad Gable & Sami Zayn"
6418,"Giovanni Vinci & Ludwig Kaiser"
6417,"Dominik Mysterio, Finn Balor & JD McDonagh"
6417,"John Cena, R-Truth & The Miz"
6414,"Akam, Karrion Kross & Rezar"
6414,"Angelo Dawkins, Bobby Lashley & Montez Ford"
6408,"Austin Theory & Grayson Waller"
6408,"Damian Priest & Finn Balor, Johnny Gargano & Tommaso Ciampa, Kofi Kingston & Xavier Woods,Pete Dunne & Tyler Bate, R-Truth & The Miz"
6407,"Andrade & Rey Mysterio"
6407,"Dominik Mysterio & Santos Escobar"
6405,"Asuka, Dakota Kai & Kairi Sane"
6405,"Bianca Belair, Jade Cargill & Naomi"
6402,"Cody Rhodes & Seth Rollins"
6402,"Roman Reigns & The Rock"
6400,"Fallon Henley, Kelani Jordan & Thea Hail"
6400,"Izzi Dame, Jacy Jayne & Kiana James"
6398,"Axiom & Nathan Frazer"
6398,"Baron Corbin & Bron Breakker"
6394,"Austin Theory & Grayson Waller"
6394,"Pete Dunne & Tyler Bate"
6391,"Bronco Nima, Lucien Price & SCRYPTS"
6391,"Je'Von Evans, Tyriek Igwe & Tyson Dupont"
6390,"Axiom & Nathan Frazer"
6390,"Cruz Del Toro & Joaquin Wilde, Karl Anderson & Luke Gallows"
6387,"Asuka, Dakota Kai & Kairi Sane"
6387,"Shayna Baszler, Tegan Nox & Zoey Stark"
6381,"Damian Priest, Dominik Mysterio, Finn Balor & JD McDonagh"
6381,"Johnny Gargano, Kofi Kingston, Tommaso Ciampa & Xavier Woods"
6379,"Elton Prince & Kit Wilson"
6379,"Kevin Owens & Randy Orton"
6378,"Angelo Dawkins & Montez Ford"
6378,"Austin Theory & Grayson Waller"
6377,"Angel    & Berto"
6377,"Pete Dunne & Tyler Bate"
6376,"Carlee Bright & Kendal Grey"
6376,"Jakara Jackson & Lash Legend"
6375,"Hank Walker & Tank Ledger"
6375,"Tyriek Igwe & Tyson Dupont"
6371,"Akira Tozawa & Otis"
6371,"Baron Corbin & Bron Breakker"
6364,"Johnny Gargano & Tommaso Ciampa"
6364,"Kofi Kingston & Xavier Woods"
6363,"Edris Enofe & Malik Blade"
6363,"Hank Walker & Tank Ledger"
6362,"Austin Theory & Grayson Waller"
6362,"Karl Anderson & Luke Gallows"
6360,"Akam & Rezar"
6360,"Angelo Dawkins & Montez Ford"
6355,"Axiom & Nathan Frazer"
6355,"Charlie Dempsey & Myles Borne"
6354,"Hank Walker & Tank Ledger"
6354,"Karl Anderson & Luke Gallows"
6351,"Akira Tozawa & Otis"
6351,"Kofi Kingston & Xavier Woods"
6349,"Brutus Creed & Julius Creed"
6349,"Johnny Gargano & Tommaso Ciampa"
6346,"Angel    & Berto"
6346,"Cruz Del Toro & Joaquin Wilde"
6344,"Elton Prince & Kit Wilson"
6344,"Pete Dunne & Tyler Bate"
6342,"Channing Lorenzo & Luca Crusifino"
6342,"Drake Morreaux & Javier Bernal"
6340,"Bronco Nima & Lucien Price"
6340,"Cruz Del Toro & Joaquin Wilde"
6338,"Fallon Henley & Thea Hail"
6338,"Izzi Dame & Kiana James"
6336,"Asuka & Kairi Sane"
6336,"Shayna Baszler & Zoey Stark"
6331,"Becky Lynch & Kevin Owens"
6331,"Grayson Waller & Nia Jax"
6328,"Austin Theory & Grayson Waller"
6328,"Kevin Owens & Randy Orton"
6324,"Andre Chase & Duke Hudson"
6324,"Baron Corbin & Bron Breakker"
6323,"Asuka & Kairi Sane"
6323,"Lyra Valkyria & Tatum Paxley"
6321,"Damian Priest & Finn Balor"
6321,"Giovanni Vinci & Ludwig Kaiser"
6317,"Katana Chance & Kayden Carter"
6317,"Shayna Baszler & Zoey Stark"
6315,"Brutus Creed & Julius Creed"
6315,"Mark Coffey & Wolfgang"
6312,"Asuka & Kairi Sane"
6312,"Bayley & Dakota Kai"
6307,"Edris Enofe & Malik Blade"
6307,"Karl Anderson & Luke Gallows"
6303,"Giovanni Vinci & Ludwig Kaiser"
6303,"Kofi Kingston & Xavier Woods"
6298,"Asuka & Kairi Sane"
6298,"Candice LeRae & Indi Hartwell"
6296,"Damian Priest & Finn Balor"
6296,"Pete Dunne & Tyler Bate"
6290,"Damian Priest, Dominik Mysterio, Finn Balor & JD McDonagh"
6290,"Johnny Gargano, R-Truth, The Miz & Tommaso Ciampa"
6288,"Brutus Creed & Julius Creed"
6288,"Hank Walker & Tank Ledger"
6286,"Akam & Rezar"
6286,"Angelo Dawkins & Montez Ford"
6282,"Dominik Mysterio & JD McDonagh"
6282,"Pete Dunne & Tyler Bate"
6279,"Mr. Stone & Von Wagner"
6279,"Noam Dar & Oro Mensah"
6276,"Andre Chase & Duke Hudson"
6276,"Axiom & Nathan Frazer"
6275,"Joe Coffey, Mark Coffey & Wolfgang"
6273,"Baron Corbin & Bron Breakker"
6273,"Channing Lorenzo & Tony D'Angelo"
6268,"Giovanni Vinci, Gunther & Ludwig Kaiser"
6268,"Jey Uso, Kofi Kingston & Xavier Woods"
6263,"Johnny Gargano & Tommaso Ciampa"
6263,"Pete Dunne & Tyler Bate"
6260,"Fallon Henley & Wren Sinclair"
6260,"Jakara Jackson & Lash Legend"
6258,"Axiom & Nathan Frazer"
6258,"Edris Enofe & Malik Blade"
6255,"Hank Walker & Tank Ledger"
6255,"Tyriek Igwe & Tyson Dupont"
6252,"Chelsea Green & Piper Niven"
6252,"Natalya & Tegan Nox"
6249,"Asuka & Kairi Sane"
6249,"Katana Chance & Kayden Carter"
6248,"Brutus Creed & Julius Creed"
6248,"Giovanni Vinci & Ludwig Kaiser, Johnny Gargano & Tommaso Ciampa, Kofi Kingston & Xavier Woods"
6246,"Adriana Rizzo, Channing Lorenzo & Tony D'Angelo"
6246,"Bronco Nima, Jaida Parker & Lucien Price"
6242,"Baron Corbin & Bron Breakker"
6242,"Carmelo Hayes & Trick Williams"
6239,"Angel    & Berto"
6239,"Cruz Del Toro & Joaquin Wilde, Elton Prince & Kit Wilson, Pete Dunne & Tyler Bate"
6233,"Carmelo Hayes & Trick Williams"
6233,"Cruz Del Toro & Joaquin Wilde"
6230,"Damian Priest & Finn Balor"
6230,"Johnny Gargano & Tommaso Ciampa"
6229,"Asuka & Kairi Sane"
6229,"Natalya & Tegan Nox"
6220,"Asuka & Kairi Sane"
6220,"Katana Chance & Kayden Carter"
6216,"Axiom & Nathan Frazer"
6216,"Baron Corbin & Bron Breakker"
6214,"Hank Walker & Tank Ledger"
6214,"Tyriek Igwe & Tyson Dupont"
6210,"Brinley Reece & Kelani Jordan"
6210,"Izzi Dame & Kiana James"
6206,"Candice LeRae & Indi Hartwell"
6206,"Shayna Baszler & Zoey Stark"
6204,"Giovanni Vinci & Ludwig Kaiser"
6204,"Kofi Kingston & Xavier Woods"
6202,"Elton Prince & Kit Wilson"
6202,"Pete Dunne & Tyler Bate"
