"Date","Promotion","Event","EventName","EventType","Location","CityTown","StateProvince","Country"
2019-03-08,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Dade City, Florida, USA","Dade City","Florida","USA"
2019-03-08,"WWE","WWE Live","WWE Live","Non-Televised","Toronto, Ontario, Canada","Toronto","Ontario","Canada"
2019-03-07,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Largo, Florida, USA","Largo","Florida","USA"
2019-03-05,"WWE","WWE SmackDown Live","WWE SmackDown Live #1020","Televised","Wilkes-Barre, Pennsylvania, USA","Wilkes-Barre","Pennsylvania","USA"
2019-03-05,"WWE","WWE 205 Live","WWE 205 Live #119","Televised","Wilkes-Barre, Pennsylvania, USA","Wilkes-Barre","Pennsylvania","USA"
2019-03-04,"WWE","WWE Monday Night RAW","WWE Monday Night RAW #1345","Televised","Philadelphia, Pennsylvania, USA","Philadelphia","Pennsylvania","USA"
2019-03-04,"WWE","WWE Main Event","WWE Main Event #336","Televised","Philadelphia, Pennsylvania, USA","Philadelphia","Pennsylvania","USA"
2019-03-04,"WWE","WWE Live","WWE Live","Non-Televised","White Plains, New York, USA","White Plains","New York","USA"
2019-03-03,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Royal Oak, Michigan, USA","Royal Oak","Michigan","USA"
2019-03-03,"WWE","WWE Live","WWE Live","Non-Televised","Syracuse, New York, USA","Syracuse","New York","USA"
2019-03-03,"WWE","WWE Live","WWE Live","Non-Televised","Fairfax, Virginia, USA","Fairfax","Virginia","USA"
2019-03-02,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Cleveland, Ohio, USA","Cleveland","Ohio","USA"
2019-03-02,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Jacksonville, Florida, USA","Jacksonville","Florida","USA"
2019-03-02,"WWE","WWE Live","WWE Live","Non-Televised","Atlantic City, New Jersey, USA","Atlantic City","New Jersey","USA"
2019-03-02,"WWE","WWE Live","WWE Live","Non-Televised","Minneapolis, Minnesota, USA","Minneapolis","Minnesota","USA"
2019-03-01,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Orlando, Florida, USA","Orlando","Florida","USA"
2019-03-01,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Pittsburgh, Pennsylvania, USA","Pittsburgh","Pennsylvania","USA"
2019-03-01,"WWE","WWE Live","WWE Live","Non-Televised","Salisbury, Maryland, USA","Salisbury","Maryland","USA"
2019-02-28,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Tampa, Florida, USA","Tampa","Florida","USA"
2019-02-28,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Columbus, Ohio, USA","Columbus","Ohio","USA"
2019-02-26,"WWE","WWE SmackDown Live","WWE SmackDown Live #1019","Televised","Charlotte, North Carolina, USA","Charlotte","North Carolina","USA"
2019-02-26,"WWE","WWE 205 Live","WWE 205 Live #118","Televised","Charlotte, North Carolina, USA","Charlotte","North Carolina","USA"
2019-02-25,"WWE","WWE Monday Night RAW","WWE Monday Night RAW #1344","Televised","Atlanta, Georgia, USA","Atlanta","Georgia","USA"
2019-02-25,"WWE","WWE Main Event","WWE Main Event #335","Televised","Atlanta, Georgia, USA","Atlanta","Georgia","USA"
2019-02-25,"WWE","WWE Live","WWE Live","Non-Televised","Savannah, Georgia, USA","Savannah","Georgia","USA"
2019-02-24,"WWE","WWE Live","WWE Live","Non-Televised","Greenville, South Carolina, USA","Greenville","South Carolina","USA"
2019-02-24,"WWE","WWE Live","WWE Live","Non-Televised","Montgomery, Alabama, USA","Montgomery","Alabama","USA"
2019-02-23,"WWE","WWE NXT UK","WWE NXT UK #37","Televised","Coventry, West Midlands, England, UK","Coventry","West Midlands","England"
2019-02-23,"WWE","WWE NXT UK","WWE NXT UK #36","Televised","Coventry, West Midlands, England, UK","Coventry","West Midlands","England"
2019-02-23,"WWE","WWE NXT UK","WWE NXT UK #35","Televised","Coventry, West Midlands, England, UK","Coventry","West Midlands","England"
2019-02-23,"WWE","WWE NXT UK","WWE NXT UK #34","Televised","Coventry, West Midlands, England, UK","Coventry","West Midlands","England"
2019-02-23,"WWE","WWE NXT UK","WWE NXT UK #32","Televised","Coventry, West Midlands, England, UK","Coventry","West Midlands","England"
2019-02-23,"WWE","WWE Live","WWE Live","Non-Televised","Tupelo, Mississippi, USA","Tupelo","Mississippi","USA"
2019-02-23,"WWE","WWE Live","WWE Live","Non-Televised","Columbia, South Carolina, USA","Columbia","South Carolina","USA"
2019-02-22,"WWE","WWE NXT UK","WWE NXT UK #33","Televised","Coventry, West Midlands, England, UK","Coventry","West Midlands","England"
2019-02-22,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Fort Pierce, Florida, USA","Fort Pierce","Florida","USA"
2019-02-22,"WWE","WWE Live","WWE Live","Non-Televised","Jonesboro, Arkansas, USA","Jonesboro","Arkansas","USA"
2019-02-21,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Sebring, Florida, USA","Sebring","Florida","USA"
2019-02-20,"WWE","WWE NXT","WWE NXT #464","Televised","Winter Park, Florida, USA","Winter Park","Florida","USA"
2019-02-20,"WWE","WWE NXT","WWE NXT #463","Televised","Winter Park, Florida, USA","Winter Park","Florida","USA"
2019-02-20,"WWE","WWE NXT","WWE NXT #462","Televised","Winter Park, Florida, USA","Winter Park","Florida","USA"
2019-02-19,"WWE","WWE SmackDown Live","WWE SmackDown Live #1018","Televised","New Orleans, Louisiana, USA","New Orleans","Louisiana","USA"
2019-02-19,"WWE","WWE 205 Live","WWE 205 Live #117","Televised","New Orleans, Louisiana, USA","New Orleans","Louisiana","USA"
2019-02-18,"WWE","WWE Monday Night RAW","WWE Monday Night RAW #1343","Televised","Lafayette, Louisiana, USA","Lafayette","Louisiana","USA"
2019-02-18,"WWE","WWE Main Event","WWE Main Event #334","Televised","Lafayette, Louisiana, USA","Lafayette","Louisiana","USA"
2019-02-18,"WWE","WWE Live","WWE Live","Non-Televised","Lake Charles, Louisiana, USA","Lake Charles","Louisiana","USA"
2019-02-17,"WWE","WWE Elimination Chamber","WWE Elimination Chamber 2019 Kickoff","PLE/PPV","Houston, Texas, USA","Houston","Texas","USA"
2019-02-17,"WWE","WWE Elimination Chamber","WWE Elimination Chamber 2019","PLE/PPV","Houston, Texas, USA","Houston","Texas","USA"
2019-02-16,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","St. Augustine, Florida, USA","St. Augustine","Florida","USA"
2019-02-16,"WWE","WWE Live","WWE Live","Non-Televised","Laredo, Texas, USA","Laredo","Texas","USA"
2019-02-16,"WWE","WWE Live","WWE Live","Non-Televised","Alexandria, Louisiana, USA","Alexandria","Louisiana","USA"
2019-02-15,"WWE","WWE Live","WWE Live","Non-Televised","Edinburg, Texas, USA","Edinburg","Texas","USA"
2019-02-14,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Bartow, Florida, USA","Bartow","Florida","USA"
2019-02-12,"WWE","WWE SmackDown Live","WWE SmackDown Live #1017","Televised","Toledo, Ohio, USA","Toledo","Ohio","USA"
2019-02-12,"WWE","WWE 205 Live","WWE 205 Live #116","Televised","Toledo, Ohio, USA","Toledo","Ohio","USA"
2019-02-11,"WWE","WWE Monday Night RAW","WWE Monday Night RAW #1342","Televised","Grand Rapids, Michigan, USA","Grand Rapids","Michigan","USA"
2019-02-11,"WWE","WWE Main Event","WWE Main Event #333","Televised","Grand Rapids, Michigan, USA","Grand Rapids","Michigan","USA"
2019-02-11,"WWE","WWE Live","WWE Live","Non-Televised","Canton, Ohio, USA","Canton","Ohio","USA"
2019-02-10,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Kingston, Rhode Island, USA","Kingston","Rhode Island","USA"
2019-02-10,"WWE","WWE Live","WWE Live","Non-Televised","Saginaw, Michigan, USA","Saginaw","Michigan","USA"
2019-02-10,"WWE","WWE Live","WWE Live","Non-Televised","Fort Wayne, Indiana, USA","Fort Wayne","Indiana","USA"
2019-02-09,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Sanford, Florida, USA","Sanford","Florida","USA"
2019-02-09,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Lowell, Massachusetts, USA","Lowell","Massachusetts","USA"
2019-02-09,"WWE","WWE Live","WWE Live","Non-Televised","Oshawa, Ontario, Canada","Oshawa","Ontario","Canada"
2019-02-09,"WWE","WWE Live","WWE Live","Non-Televised","DeKalb, Illinois, USA","DeKalb","Illinois","USA"
2019-02-08,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","St. Petersburg, Florida, USA","St. Petersburg","Florida","USA"
2019-02-08,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Poughkeepsie, New York, USA","Poughkeepsie","New York","USA"
2019-02-08,"WWE","WWE Live","WWE Live","Non-Televised","Ottawa, Ontario, Canada","Ottawa","Ontario","Canada"
2019-02-07,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Toms River, New Jersey, USA","Toms River","New Jersey","USA"
2019-02-07,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Ocala, Florida, USA","Ocala","Florida","USA"
2019-02-05,"WWE","WWE SmackDown Live","WWE SmackDown Live #1016","Televised","Everett, Washington, USA","Everett","Washington","USA"
2019-02-05,"WWE","WWE 205 Live","WWE 205 Live #115","Televised","Everett, Washington, USA","Everett","Washington","USA"
2019-02-04,"WWE","WWE Monday Night RAW","WWE Monday Night RAW #1341","Televised","Portland, Oregon, USA","Portland","Oregon","USA"
2019-02-04,"WWE","WWE Main Event","WWE Main Event #332","Televised","Portland, Oregon, USA","Portland","Oregon","USA"
2019-02-04,"WWE","WWE Live","WWE Live","Non-Televised","Yakima, Washington, USA","Yakima","Washington","USA"
2019-02-03,"WWE","WWE Live","WWE Live","Non-Televised","Spokane, Washington, USA","Spokane","Washington","USA"
2019-02-03,"WWE","WWE Halftime Heat","WWE Halftime Heat 2019","PLE/PPV","Orlando, Florida, USA","Orlando","Florida","USA"
2019-02-02,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Lakeland, Florida, USA","Lakeland","Florida","USA"
2019-02-02,"WWE","WWE Live","WWE Live","Non-Televised","Vancouver, British Columbia, Canada","Vancouver","British Columbia","Canada"
2019-02-02,"WWE","WWE Live","WWE Live","Non-Televised","Regina, Saskatachewan, Canada","Regina","Saskatachewan","Canada"
2019-02-01,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Fern Park, Florida, USA","Fern Park","Florida","USA"
2019-02-01,"WWE","WWE Live","WWE Live","Non-Televised","Saskatoon, Saskatchewan, Canada","Saskatoon","Saskatchewan","Canada"
2019-01-30,"WWE","WWE NXT","WWE NXT #461","Televised","Winter Park, Florida, USA","Winter Park","Florida","USA"
2019-01-30,"WWE","WWE NXT","WWE NXT #460","Televised","Winter Park, Florida, USA","Winter Park","Florida","USA"
2019-01-30,"WWE","WWE NXT","WWE NXT #459","Televised","Winter Park, Florida, USA","Winter Park","Florida","USA"
2019-01-29,"WWE","WWE SmackDown Live","WWE SmackDown Live #1015","Televised","Phoenix, Arizona, USA","Phoenix","Arizona","USA"
2019-01-29,"WWE","WWE 205 Live","WWE 205 Live #114","Televised","Phoenix, Arizona, USA","Phoenix","Arizona","USA"
2019-01-28,"WWE","WWE Monday Night RAW","WWE Monday Night RAW #1340","Televised","Phoenix, Arizona, USA","Phoenix","Arizona","USA"
2019-01-28,"WWE","WWE Main Event","WWE Main Event #331","Televised","Phoenix, Arizona, USA","Phoenix","Arizona","USA"
2019-01-27,"WWE","WWE Royal Rumble Axxess","WWE Royal Rumble Axxess 2019","Non-Televised","Phoenix, Arizona, USA","Phoenix","Arizona","USA"
2019-01-27,"WWE","WWE Royal Rumble","WWE Royal Rumble 2019 Kickoff","PLE/PPV","Phoenix, Arizona, USA","Phoenix","Arizona","USA"
2019-01-27,"WWE","WWE Royal Rumble","WWE Royal Rumble 2019","PLE/PPV","Phoenix, Arizona, USA","Phoenix","Arizona","USA"
2019-01-27,"WWE","WWE NXT UK","WWE NXT UK #31","Televised","Phoenix, Arizona, USA","Phoenix","Arizona","USA"
2019-01-26,"WWE","WWE Royal Rumble Axxess","WWE Royal Rumble Axxess 2019","Non-Televised","Phoenix, Arizona, USA","Phoenix","Arizona","USA"
2019-01-26,"WWE","WWE NXT UK","WWE NXT UK #30","Televised","Phoenix, Arizona, USA","Phoenix","Arizona","USA"
2019-01-26,"WWE","WWE NXT TakeOver: Phoenix","WWE NXT TakeOver: Phoenix","PLE/PPV","Phoenix, Arizona, USA","Phoenix","Arizona","USA"
2019-01-26,"WWE","WWE NXT","WWE NXT #458","Televised","Phoenix, Arizona, USA","Phoenix","Arizona","USA"
2019-01-25,"WWE","WWE Royal Rumble Axxess","WWE Royal Rumble Axxess 2019","Non-Televised","Phoenix, Arizona, USA","Phoenix","Arizona","USA"
2019-01-25,"WWE","WWE NXT UK","WWE NXT UK #29","Televised","Phoenix, Arizona, USA","Phoenix","Arizona","USA"
2019-01-25,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Riverside, California, USA","Riverside","California","USA"
2019-01-24,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","San Diego, California, USA","San Diego","California","USA"
2019-01-22,"WWE","WWE SmackDown Live","WWE SmackDown Live #1014","Televised","Wichita, Kansas, USA","Wichita","Kansas","USA"
2019-01-22,"WWE","WWE 205 Live","WWE 205 Live #113","Televised","Wichita, Kansas, USA","Wichita","Kansas","USA"
2019-01-21,"WWE","WWE Monday Night RAW","WWE Monday Night RAW #1339","Televised","Oklahoma City, Oklahoma, USA","Oklahoma City","Oklahoma","USA"
2019-01-21,"WWE","WWE Main Event","WWE Main Event #330","Televised","Oklahoma City, Oklahoma, USA","Oklahoma City","Oklahoma","USA"
2019-01-21,"WWE","WWE Live","WWE Live","Non-Televised","Topeka, Kansas, USA","Topeka","Kansas","USA"
2019-01-20,"WWE","WWE Live","WWE Live","Non-Televised","Omaha, Nebraska, USA","Omaha","Nebraska","USA"
2019-01-20,"WWE","WWE Live","WWE Live","Non-Televised","Wichita Falls, Texas, USA","Wichita Falls","Texas","USA"
2019-01-19,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Citrus Springs, Florida, USA","Citrus Springs","Florida","USA"
2019-01-19,"WWE","WWE Live","WWE Live","Non-Televised","Sioux Falls, South Dakota, USA","Sioux Falls","South Dakota","USA"
2019-01-19,"WWE","WWE Live","WWE Live","Non-Televised","Abilene, Texas, USA","Abilene","Texas","USA"
2019-01-18,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Tampa, Florida, USA","Tampa","Florida","USA"
2019-01-18,"WWE","WWE Live","WWE Live","Non-Televised","San Antonio, Texas, USA","San Antonio","Texas","USA"
2019-01-17,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Venice, Florida, USA","Venice","Florida","USA"
2019-01-15,"WWE","WWE SmackDown Live","WWE SmackDown Live #1013","Televised","Birmingham, Alabama, USA","Birmingham","Alabama","USA"
2019-01-15,"WWE","WWE 205 Live","WWE 205 Live #112","Televised","Birmingham, Alabama, USA","Birmingham","Alabama","USA"
2019-01-14,"WWE","WWE Monday Night RAW","WWE Monday Night RAW #1338","Televised","Memphis, Tennessee, USA","Memphis","Tennessee","USA"
2019-01-14,"WWE","WWE Main Event","WWE Main Event #329","Televised","Memphis, Tennessee, USA","Memphis","Tennessee","USA"
2019-01-13,"WWE","WWE NXT UK","WWE NXT UK #28","Televised","Blackpool, Lancashire, England, UK","Blackpool","Lancashire","England"
2019-01-13,"WWE","WWE NXT UK","WWE NXT UK #27","Televised","Blackpool, Lancashire, England, UK","Blackpool","Lancashire","England"
2019-01-13,"WWE","WWE NXT UK","WWE NXT UK #26","Televised","Blackpool, Lancashire, England, UK","Blackpool","Lancashire","England"
2019-01-13,"WWE","WWE Live","WWE Live","Non-Televised","Lexington, Kentucky, USA","Lexington","Kentucky","USA"
2019-01-13,"WWE","WWE Live","WWE Live","Non-Televised","Huntsville, Alabama, USA","Huntsville","Alabama","USA"
2019-01-12,"WWE","WWE NXT UK TakeOver: Blackpool","WWE NXT UK TakeOver: Blackpool","PLE/PPV","Blackpool, Lancashire, England, UK","Blackpool","Lancashire","England"
2019-01-12,"WWE","WWE NXT UK","WWE NXT UK #25","Televised","Blackpool, Lancashire, England, UK","Blackpool","Lancashire","England"
2019-01-12,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Fern Park, Florida, USA","Fern Park","Florida","USA"
2019-01-12,"WWE","WWE Live","WWE Live","Non-Televised","Knoxville, Tennessee, USA","Knoxville","Tennessee","USA"
2019-01-12,"WWE","WWE Live","WWE Live","Non-Televised","Johnson City, Tennessee, USA","Johnson City","Tennessee","USA"
2019-01-11,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Fort Pierce, Florida, USA","Fort Pierce","Florida","USA"
2019-01-11,"WWE","WWE Live","WWE Live","Non-Televised","Charleston, West Virginia, USA","Charleston","West Virginia","USA"
2019-01-10,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Largo, Florida, USA","Largo","Florida","USA"
2019-01-08,"WWE","WWE SmackDown Live","WWE SmackDown Live #1012","Televised","Jacksonville, Florida, USA","Jacksonville","Florida","USA"
2019-01-08,"WWE","WWE 205 Live","WWE 205 Live #111","Televised","Jacksonville, Florida, USA","Jacksonville","Florida","USA"
2019-01-07,"WWE","WWE Monday Night RAW","WWE Monday Night RAW #1337","Televised","Orlando, Florida, USA","Orlando","Florida","USA"
2019-01-07,"WWE","WWE Main Event","WWE Main Event #328","Televised","Orlando, Florida, USA","Orlando","Florida","USA"
2019-01-07,"WWE","WWE Live","WWE Live","Non-Televised","North Charleston, South Carolina, USA","North Charleston","South Carolina","USA"
2019-01-06,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Durham, North Carolina, USA","Durham","North Carolina","USA"
2019-01-06,"WWE","WWE Live","WWE Live","Non-Televised","Fort Myers, Florida, USA","Fort Myers","Florida","USA"
2019-01-06,"WWE","WWE Live","WWE Live","Non-Televised","Fayetteville, North Carolina, USA","Fayetteville","North Carolina","USA"
2019-01-05,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Crystal River, Florida, USA","Crystal River","Florida","USA"
2019-01-05,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Spartanburg, South Carolina, USA","Spartanburg","South Carolina","USA"
2019-01-05,"WWE","WWE Live","WWE Live","Non-Televised","Tallahassee, Florida, USA","Tallahassee","Florida","USA"
2019-01-05,"WWE","WWE Live","WWE Live","Non-Televised","Greensboro, North Carolina, USA","Greensboro","North Carolina","USA"
2019-01-04,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Atlanta, Georgia, USA","Atlanta","Georgia","USA"
2019-01-04,"WWE","WWE NXT Live","WWE NXT Live","Non-Televised","Jacksonville, Florida, USA","Jacksonville","Florida","USA"
2019-01-04,"WWE","WWE Live","WWE Live","Non-Televised","Columbus, Georgia, USA","Columbus","Georgia","USA"
2019-01-03,"WWE","WWE NXT","WWE NXT #457","Televised","Winter Park, Florida, USA","Winter Park","Florida","USA"
2019-01-03,"WWE","WWE NXT","WWE NXT #456","Televised","Winter Park, Florida, USA","Winter Park","Florida","USA"
2019-01-03,"WWE","WWE NXT","WWE NXT #455","Televised","Winter Park, Florida, USA","Winter Park","Florida","USA"
2018-12-30,"WWE","WWE Live","WWE Live","Non-Televised","Tampa, Florida, USA","Tampa","Florida","USA"
2018-12-30,"WWE","WWE Live","WWE Live","Non-Televised","Buffalo, New York, USA","Buffalo","New York","USA"
2018-12-29,"WWE","WWE SmackDown Live","WWE SmackDown Live #1011","Televised","Pittsburgh, Pennsylvania, USA","Pittsburgh","Pennsylvania","USA"
2018-12-29,"WWE","WWE Live","WWE Live","Non-Televised","Chicago, Illinois, USA","Chicago","Illinois","USA"
