"Index","Date","Promotion","Match","CageMatchRating","CageMatchRatingVotes","WONStarRating","Opponent.1","Opponent.2"
6578,2024-06-10,"WWE","Drew McIntyre vs. Finn Balor",7.15,148,NA,"Drew McIntyre","Finn Balor"
6577,2024-06-10,"WWE","Bron Breakker vs. Ilja Dragunov",8.1,242,4.25,"Bron Breakker","Ilja Dragunov"
6576,2024-06-09,"WWE","Fallon Henley vs. Jaida Parker vs. Kelani Jordan vs. Lash Legend vs. Michin vs. Sol Ruca",7.03,307,2,"Fallon Henley","Jaida Parker, Kelani Jordan, Lash Legend,Michin, Sol Ruca,"
6575,2024-06-09,"WWE","Axiom & Nathan Frazer vs. Karl Anderson & Luke Gallows",7.06,276,3.25,"Axiom & Nathan Frazer","Karl Anderson & Luke Gallows"
6574,2024-06-09,"WWE","Lola Vice vs. Shayna Baszler",6.38,270,3.75,"Lola Vice","Shayna Baszler"
6573,2024-06-09,"WWE","Joe Coffey vs. Oba Femi vs. Wes Lee",7.62,308,3.25,"Joe Coffey","Oba Femi, Wes Lee,"
6572,2024-06-09,"WWE","Jordynne Grace vs. Roxanne Perez",8.12,358,3.75,"Jordynne Grace","Roxanne Perez"
6571,2024-06-09,"WWE","Ethan Page vs. Trick Williams",6.03,280,2.75,"Ethan Page","Trick Williams"
6570,2024-06-07,"WWE","Carmelo Hayes vs. LA Knight",5.91,98,NA,"Carmelo Hayes","LA Knight"
6569,2024-06-07,"WWE","Angelo Dawkins, Kevin Owens & Montez Ford vs. Solo Sikoa, Tama Tonga & Tonga Loa",5.94,93,NA,"Angelo Dawkins, Kevin Owens & Montez Ford","Solo Sikoa, Tama Tonga & Tonga Loa"
6568,2024-06-07,"WWE","Bianca Belair & Jade Cargill vs. Candice LeRae & Indi Hartwell",5.11,94,NA,"Bianca Belair & Jade Cargill","Candice LeRae & Indi Hartwell"
6567,2024-06-07,"WWE","Grayson Waller vs. Johnny Gargano",6.82,115,NA,"Grayson Waller","Johnny Gargano"
6566,2024-06-04,"WWE","Drake Morreaux & Javier Bernal vs. Duke Hudson & Riley Osborne",NA,NA,NA,"Drake Morreaux & Javier Bernal","Duke Hudson & Riley Osborne"
6565,2024-06-04,"WWE","Damon Kemp vs. Tony D'Angelo",5.59,48,NA,"Damon Kemp","Tony D'Angelo"
6564,2024-06-04,"WWE","Fallon Henley, Kelani Jordan & Lash Legend vs. Jaida Parker, Michin & Sol Ruca",6.51,48,NA,"Fallon Henley, Kelani Jordan & Lash Legend","Jaida Parker, Michin & Sol Ruca"
6563,2024-06-03,"WWE","Dakota Kai vs. Ivy Nile",NA,NA,NA,"Dakota Kai","Ivy Nile"
6562,2024-06-03,"WWE","Dragon Lee   vs. Finn Balor",6.38,132,NA,"Dragon Lee","Finn Balor"
6561,2024-06-03,"WWE","Bron Breakker vs. Ricochet",7.01,149,NA,"Bron Breakker","Ricochet"
6560,2024-06-03,"WWE","Bianca Belair & Jade Cargill vs. Shayna Baszler & Zoey Stark",5.85,116,NA,"Bianca Belair & Jade Cargill","Shayna Baszler & Zoey Stark"
6559,2024-06-03,"WWE","Damian Priest vs. Rey Mysterio",6.47,126,NA,"Damian Priest","Rey Mysterio"
6558,2024-06-03,"WWE","Bronson Reed vs. Tyler Bate",5.9,9,NA,"Bronson Reed","Tyler Bate"
6557,2024-06-03,"WWE","Ludwig Kaiser vs. Sheamus",8,207,3.5,"Ludwig Kaiser","Sheamus"
6556,2024-05-31,"WWE","Andrade vs. Apollo Crews",5.25,87,NA,"Andrade","Apollo Crews"
6555,2024-05-31,"WWE","Angelo Dawkins & Montez Ford vs. Tama Tonga & Tonga Loa",6.27,100,3.75,"Angelo Dawkins & Montez Ford","Tama Tonga & Tonga Loa"
6554,2024-05-31,"WWE","Bayley & Naomi vs. Chelsea Green & Piper Niven",5.2,88,NA,"Bayley & Naomi","Chelsea Green & Piper Niven"
6553,2024-05-31,"WWE","Austin Theory vs. Tommaso Ciampa",5.91,95,NA,"Austin Theory","Tommaso Ciampa"
