"Index","Date","Promotion","Match","CageMatchRating","CageMatchRatingVotes","WONStarRating","Opponent.1","Opponent.2"
1234,2017-10-04,"WWE","Akam & Rezar vs. Alexander Wolfe & Eric Young",NA,NA,NA,"Akam & Rezar","Alexander Wolfe & Eric Young"
1233,2017-10-04,"WWE","Andrade Almas vs. Roderick Strong",NA,NA,NA,"Andrade Almas","Roderick Strong"
1232,2017-10-04,"WWE","Fabian Aichner vs. Johnny Gargano",NA,NA,NA,"Fabian Aichner","Johnny Gargano"
1231,2017-10-02,"WWE","Roman Reigns vs. The Miz",5.31,12,NA,"Roman Reigns","The Miz"
1230,2017-09-25,"WWE","Finn Balor vs. Goldust",NA,NA,NA,"Finn Balor","Goldust"
1229,2017-09-24,"WWE","Bray Wyatt vs. Finn Balor",5.7,127,3.25,"Bray Wyatt","Finn Balor"
1228,2017-09-24,"WWE","Cesaro & Sheamus vs. Dean Ambrose & Seth Rollins",8.23,197,4.25,"Cesaro & Sheamus","Dean Ambrose & Seth Rollins"
1227,2017-09-24,"WWE","Alexa Bliss vs. Bayley vs. Emma vs. Nia Jax vs. Sasha Banks",6.69,151,3.5,"Alexa Bliss","Bayley, Emma, Nia Jax,Sasha Banks,"
1226,2017-09-24,"WWE","John Cena vs. Roman Reigns",6.59,226,4.25,"John Cena","Roman Reigns"
1225,2017-09-24,"WWE","Jason Jordan vs. The Miz",5.55,46,2.75,"Jason Jordan","The Miz"
1224,2017-09-24,"WWE","Enzo Amore vs. Neville",1.08,60,1.75,"Enzo Amore","Neville"
1223,2017-09-24,"WWE","Braun Strowman vs. Brock Lesnar",3.97,78,2.25,"Braun Strowman","Brock Lesnar"
1222,2017-09-14,"WWE","Adam Cole, Bobby Fish & Kyle O'Reilly vs. Alexander Wolfe, Eric Young & Killian Dain",NA,NA,NA,"Adam Cole, Bobby Fish & Kyle O'Reilly","Alexander Wolfe, Eric Young & Killian Dain"
1221,2017-09-14,"WWE","Andrade Almas vs. Johnny Gargano",8.59,53,NA,"Andrade Almas","Johnny Gargano"
1220,2017-09-14,"WWE","Drew McIntyre vs. Roderick Strong",7.69,38,NA,"Drew McIntyre","Roderick Strong"
1219,2017-09-14,"WWE","Adam Cole vs. Eric Young",NA,NA,NA,"Adam Cole","Eric Young"
1218,2017-09-14,"WWE","Liv Morgan vs. Nikki Cross vs. Peyton Royce",NA,NA,NA,"Liv Morgan","Nikki Cross, Peyton Royce,"
1217,2017-09-12,"WWE","AJ Styles vs. Tye Dillinger",NA,NA,NA,"AJ Styles","Tye Dillinger"
1216,2017-09-12,"WWE","Naomi vs. Natalya",NA,NA,NA,"Naomi","Natalya"
1215,2017-09-12,"WWE","Big E & Kofi Kingston vs. Jey Uso & Jimmy Uso",7.58,18,NA,"Big E & Kofi Kingston","Jey Uso & Jimmy Uso"
1214,2017-09-12,"WWE","Kairi Sane vs. Shayna Baszler",8.21,38,NA,"Kairi Sane","Shayna Baszler"
1213,2017-09-11,"WWE","Jason Jordan vs. Roman Reigns",7.12,15,NA,"Jason Jordan","Roman Reigns"
1212,2017-09-11,"WWE","Braun Strowman vs. John Cena",5.17,17,NA,"Braun Strowman","John Cena"
1211,2017-09-05,"WWE","Randy Orton vs. Shinsuke Nakamura",7.1,19,NA,"Randy Orton","Shinsuke Nakamura"
1210,2017-09-04,"WWE","Jason Jordan vs. John Cena",5.75,11,NA,"Jason Jordan","John Cena"
1209,2017-09-04,"WWE","Alexa Bliss & Sasha Banks vs. Emma & Nia Jax",NA,NA,NA,"Alexa Bliss & Sasha Banks","Emma & Nia Jax"
1208,2017-09-04,"WWE","Braun Strowman vs. The Big Show",7.18,33,NA,"Braun Strowman","The Big Show"
1207,2017-08-28,"WWE","Alexa Bliss vs. Sasha Banks",8.03,33,NA,"Alexa Bliss","Sasha Banks"
1206,2017-08-28,"WWE","John Cena & Roman Reigns vs. Karl Anderson & Luke Gallows",NA,NA,NA,"John Cena & Roman Reigns","Karl Anderson & Luke Gallows"
1205,2017-08-28,"WWE","Cesaro vs. Seth Rollins",NA,NA,NA,"Cesaro","Seth Rollins"
1204,2017-08-28,"WWE","Apollo Crews vs. Bo Dallas vs. Curt Hawkins vs. Curtis Axel vs. Elias  vs. Finn Balor vs. Goldust vs. Jason Jordan vs. Jeff Hardy vs. Kalisto vs. Karl Anderson vs. Luke Gallows vs. Matt Hardy vs. R-Truth vs. The Big Show",NA,NA,NA,"Apollo Crews","Bo Dallas, Curt Hawkins, Curtis Axel,Elias, Finn Balor, Goldust, Jason Jordan, Jeff Hardy, Kalisto, Karl Anderson, Luke Gallows, Matt Hardy, R-Truth, The Big Show,"
1203,2017-08-26,"WWE","John Cena vs. Samoa Joe",4.94,15,NA,"John Cena","Samoa Joe"
1202,2017-08-24,"WWE","Bobby Roode vs. Roderick Strong",NA,NA,NA,"Bobby Roode","Roderick Strong"
1201,2017-08-24,"WWE","Hideo Itami vs. Kassius Ohno",NA,NA,NA,"Hideo Itami","Kassius Ohno"
1200,2017-08-24,"WWE","Bobby Fish & Kyle O'Reilly vs. Trent Seven & Tyler Bate",NA,NA,NA,"Bobby Fish & Kyle O'Reilly","Trent Seven & Tyler Bate"
1199,2017-08-24,"WWE","Pete Dunne vs. Wolfgang",6.6,9,NA,"Pete Dunne","Wolfgang"
1198,2017-08-22,"WWE","AJ Styles vs. Kevin Owens",5.42,11,NA,"AJ Styles","Kevin Owens"
1197,2017-08-22,"WWE","Akira Tozawa vs. Neville",7.08,23,3.75,"Akira Tozawa","Neville"
1196,2017-08-21,"WWE","Dean Ambrose & Seth Rollins vs. Jeff Hardy & Matt Hardy",6.33,8,NA,"Dean Ambrose & Seth Rollins","Jeff Hardy & Matt Hardy"
1195,2017-08-21,"WWE","John Cena & Roman Reigns vs. Samoa Joe & The Miz",5.25,7,NA,"John Cena & Roman Reigns","Samoa Joe & The Miz"
1194,2017-08-20,"WWE","Alexa Bliss vs. Sasha Banks",6.34,84,3,"Alexa Bliss","Sasha Banks"
1193,2017-08-20,"WWE","Baron Corbin vs. John Cena",3.49,72,2,"Baron Corbin","John Cena"
1192,2017-08-20,"WWE","Big Cass vs. The Big Show",0.94,78,1,"Big Cass","The Big Show"
1191,2017-08-20,"WWE","Bray Wyatt vs. Finn Balor",5.62,60,2.75,"Bray Wyatt","Finn Balor"
1190,2017-08-20,"WWE","Jinder Mahal vs. Shinsuke Nakamura",1.62,85,2.5,"Jinder Mahal","Shinsuke Nakamura"
1189,2017-08-20,"WWE","Naomi vs. Natalya",5.71,68,3,"Naomi","Natalya"
1188,2017-08-20,"WWE","Braun Strowman vs. Brock Lesnar vs. Roman Reigns vs. Samoa Joe",8.74,539,4.75,"Braun Strowman","Brock Lesnar, Roman Reigns, Samoa Joe,"
1187,2017-08-20,"WWE","AJ Styles vs. Kevin Owens",7.13,188,3.75,"AJ Styles","Kevin Owens"
1186,2017-08-20,"WWE","Cesaro & Sheamus vs. Dean Ambrose & Seth Rollins",7.81,198,4,"Cesaro & Sheamus","Dean Ambrose & Seth Rollins"
1185,2017-08-20,"WWE","Big E & Xavier Woods vs. Jey Uso & Jimmy Uso",8.38,148,4,"Big E & Xavier Woods","Jey Uso & Jimmy Uso"
1184,2017-08-20,"WWE","Akira Tozawa vs. Neville",6.21,74,3.5,"Akira Tozawa","Neville"
1183,2017-08-20,"WWE","Bo Dallas, Curtis Axel & The Miz vs. Jason Jordan, Jeff Hardy & Matt Hardy",NA,NA,2,"Bo Dallas, Curtis Axel & The Miz","Jason Jordan, Jeff Hardy & Matt Hardy"
1182,2017-08-19,"WWE","Akam & Rezar vs. Alexander Wolfe & Eric Young",7.43,231,3.75,"Akam & Rezar","Alexander Wolfe & Eric Young"
1181,2017-08-19,"WWE","Asuka vs. Ember Moon",8.84,423,4.5,"Asuka","Ember Moon"
1180,2017-08-19,"WWE","Aleister Black vs. Hideo Itami",7.72,263,4.25,"Aleister Black","Hideo Itami"
1179,2017-08-19,"WWE","Bobby Roode vs. Drew McIntyre",7.3,256,4.25,"Bobby Roode","Drew McIntyre"
1178,2017-08-19,"WWE","Andrade Almas vs. Johnny Gargano",8.23,298,4.25,"Andrade Almas","Johnny Gargano"
1177,2017-08-19,"WWE","Pete Dunne & Wolfgang vs. Trent Seven & Tyler Bate",NA,NA,NA,"Pete Dunne & Wolfgang","Trent Seven & Tyler Bate"
1176,2017-08-15,"WWE","Jinder Mahal vs. John Cena",NA,NA,NA,"Jinder Mahal","John Cena"
1175,2017-08-14,"WWE","Bray Wyatt vs. Finn Balor",NA,NA,NA,"Bray Wyatt","Finn Balor"
1174,2017-08-14,"WWE","Akira Tozawa vs. Neville",6.6,9,NA,"Akira Tozawa","Neville"
1173,2017-08-14,"WWE","Nia Jax vs. Sasha Banks",8.28,31,NA,"Nia Jax","Sasha Banks"
1172,2017-08-08,"WWE","Carmella vs. Naomi",NA,NA,NA,"Carmella","Naomi"
1171,2017-08-07,"WWE","Braun Strowman vs. Roman Reigns",6.64,24,NA,"Braun Strowman","Roman Reigns"
1170,2017-08-01,"WWE","Chad Gable vs. Rusev",NA,NA,NA,"Chad Gable","Rusev"
1169,2017-08-01,"WWE","AJ Styles vs. Kevin Owens",6.47,59,3.5,"AJ Styles","Kevin Owens"
1168,2017-08-01,"WWE","John Cena vs. Shinsuke Nakamura",7.32,120,3.5,"John Cena","Shinsuke Nakamura"
1167,2017-07-31,"WWE","Seth Rollins vs. Sheamus",NA,NA,NA,"Seth Rollins","Sheamus"
1166,2017-07-31,"WWE","Braun Strowman vs. Roman Reigns vs. Samoa Joe",5.9,9,NA,"Braun Strowman","Roman Reigns, Samoa Joe,"
1165,2017-07-25,"WWE","Aiden English & Mike Kanellis vs. Sami Zayn & Tye Dillinger",NA,NA,NA,"Aiden English & Mike Kanellis","Sami Zayn & Tye Dillinger"
1164,2017-07-25,"WWE","AJ Styles vs. Chris Jericho vs. Kevin Owens",7.2,39,NA,"AJ Styles","Chris Jericho, Kevin Owens,"
1163,2017-07-24,"WWE","Bo Dallas, Curtis Axel & The Miz vs. Dean Ambrose & Seth Rollins",NA,NA,NA,"Bo Dallas, Curtis Axel & The Miz","Dean Ambrose & Seth Rollins"
1162,2017-07-24,"WWE","Dash Wilder & Scott Dawson vs. Karl Anderson & Luke Gallows",NA,NA,NA,"Dash Wilder & Scott Dawson","Karl Anderson & Luke Gallows"
1161,2017-07-24,"WWE","Bayley vs. Sasha Banks",8.49,40,NA,"Bayley","Sasha Banks"
1160,2017-07-23,"WWE","Aiden English vs. Tye Dillinger",NA,NA,NA,"Aiden English","Tye Dillinger"
1159,2017-07-23,"WWE","Becky Lynch vs. Charlotte Flair vs. Lana vs. Natalya vs. Tamina",4.2,48,NA,"Becky Lynch","Charlotte Flair, Lana, Natalya,Tamina,"
1158,2017-07-23,"WWE","AJ Styles vs. Kevin Owens",5.4,59,NA,"AJ Styles","Kevin Owens"
1157,2017-07-23,"WWE","John Cena vs. Rusev",3.17,59,NA,"John Cena","Rusev"
1156,2017-07-23,"WWE","Jinder Mahal vs. Randy Orton",1.31,107,NA,"Jinder Mahal","Randy Orton"
1155,2017-07-23,"WWE","Mike Kanellis vs. Sami Zayn",4.13,44,NA,"Mike Kanellis","Sami Zayn"
1154,2017-07-23,"WWE","Baron Corbin vs. Shinsuke Nakamura",2.68,46,NA,"Baron Corbin","Shinsuke Nakamura"
1153,2017-07-23,"WWE","Jey Uso & Jimmy Uso vs. Kofi Kingston & Xavier Woods",7.79,140,3.5,"Jey Uso & Jimmy Uso","Kofi Kingston & Xavier Woods"
1152,2017-07-18,"WWE","Drew Gulak vs. Mustafa Ali",7.78,35,3.75,"Drew Gulak","Mustafa Ali"
1151,2017-07-17,"WWE","Dash Wilder & Scott Dawson vs. Jeff Hardy & Matt Hardy",NA,NA,NA,"Dash Wilder & Scott Dawson","Jeff Hardy & Matt Hardy"
1150,2017-07-17,"WWE","Alexa Bliss vs. Bayley",NA,NA,NA,"Alexa Bliss","Bayley"
1149,2017-07-14,"WWE","Abbey Laith vs. Mercedes Martinez",6.8,9,NA,"Abbey Laith","Mercedes Martinez"
1148,2017-07-14,"WWE","Piper Niven vs. Toni Storm",7,12,NA,"Piper Niven","Toni Storm"
1147,2017-07-14,"WWE","Mercedes Martinez vs. Shayna Baszler",6.93,14,NA,"Mercedes Martinez","Shayna Baszler"
1146,2017-07-14,"WWE","Candice LeRae vs. Nicole Savoy",5.38,7,NA,"Candice LeRae","Nicole Savoy"
1145,2017-07-14,"WWE","Lacey Evans vs. Toni Storm",5.4,14,NA,"Lacey Evans","Toni Storm"
1144,2017-07-14,"WWE","Mia Yim vs. Shayna Baszler",6.3,9,NA,"Mia Yim","Shayna Baszler"
1143,2017-07-14,"WWE","Dakota Kai vs. Kairi Sane",6.82,16,NA,"Dakota Kai","Kairi Sane"
1142,2017-07-14,"WWE","Bianca Belair vs. Kairi Sane",7.81,46,NA,"Bianca Belair","Kairi Sane"
1141,2017-07-14,"WWE","Dakota Kai vs. Rhea Ripley",5.83,22,NA,"Dakota Kai","Rhea Ripley"
1140,2017-07-14,"WWE","Jazzy Gabert, Kay Lee Ray & Tessa Blanchard vs. Marti Belle, Santana Garrett & Sarah Logan",NA,NA,NA,"Jazzy Gabert, Kay Lee Ray & Tessa Blanchard","Marti Belle, Santana Garrett & Sarah Logan"
1139,2017-07-14,"WWE","Mercedes Martinez vs. Princesa Sugehit",5.58,11,NA,"Mercedes Martinez","Princesa Sugehit"
1138,2017-07-14,"WWE","Kairi Sane vs. Toni Storm",7.13,29,NA,"Kairi Sane","Toni Storm"
1137,2017-07-14,"WWE","Piper Niven vs. Serena Deeb",7.21,13,NA,"Piper Niven","Serena Deeb"
1136,2017-07-13,"WWE","Mia Yim vs. Sarah Logan",5.87,22,NA,"Mia Yim","Sarah Logan"
1135,2017-07-13,"WWE","Kay Lee Ray vs. Princesa Sugehit",5.64,21,NA,"Kay Lee Ray","Princesa Sugehit"
1134,2017-07-13,"WWE","Serena Deeb vs. Vanessa Borne",4.5,17,NA,"Serena Deeb","Vanessa Borne"
1133,2017-07-13,"WWE","Abbey Laith vs. Jazzy Gabert",6.31,25,NA,"Abbey Laith","Jazzy Gabert"
1132,2017-07-13,"WWE","Marti Belle vs. Rachael Evers",1.32,24,NA,"Marti Belle","Rachael Evers"
1131,2017-07-13,"WWE","Piper Niven vs. Santana Garrett",7,12,NA,"Piper Niven","Santana Garrett"
1130,2017-07-13,"WWE","Candice LeRae vs. Renee Michelle",5.64,10,NA,"Candice LeRae","Renee Michelle"
1129,2017-07-13,"WWE","Kairi Sane vs. Tessa Blanchard",6.88,16,NA,"Kairi Sane","Tessa Blanchard"
1128,2017-07-13,"WWE","Bianca Belair vs. Sage Beckett",5.55,10,NA,"Bianca Belair","Sage Beckett"
1127,2017-07-12,"WWE","Aleister Black vs. Kyle O'Reilly",7.43,29,NA,"Aleister Black","Kyle O'Reilly"
1126,2017-07-12,"WWE","Danny Burch vs. Oney Lorcan",6.69,12,NA,"Danny Burch","Oney Lorcan"
1125,2017-07-11,"WWE","AJ Styles & John Cena vs. Kevin Owens & Rusev",NA,NA,NA,"AJ Styles & John Cena","Kevin Owens & Rusev"
1124,2017-07-10,"WWE","Goldust vs. R-Truth",NA,NA,NA,"Goldust","R-Truth"
1123,2017-07-10,"WWE","Alexa Bliss & Nia Jax vs. Bayley & Sasha Banks",NA,NA,NA,"Alexa Bliss & Nia Jax","Bayley & Sasha Banks"
1122,2017-07-09,"WWE","Alexa Bliss vs. Sasha Banks",7.16,55,NA,"Alexa Bliss","Sasha Banks"
1121,2017-07-09,"WWE","Dean Ambrose vs. The Miz",6.18,27,NA,"Dean Ambrose","The Miz"
1120,2017-07-09,"WWE","Big Cass vs. Enzo Amore",1.66,40,NA,"Big Cass","Enzo Amore"
1119,2017-07-09,"WWE","Bray Wyatt vs. Seth Rollins",5.65,50,NA,"Bray Wyatt","Seth Rollins"
1118,2017-07-09,"WWE","Cesaro & Sheamus vs. Jeff Hardy & Matt Hardy",7.46,148,3.25,"Cesaro & Sheamus","Jeff Hardy & Matt Hardy"
1117,2017-07-09,"WWE","Braun Strowman vs. Roman Reigns",7.36,183,3.75,"Braun Strowman","Roman Reigns"
1116,2017-07-09,"WWE","Brock Lesnar vs. Samoa Joe",6.67,235,3.5,"Brock Lesnar","Samoa Joe"
1115,2017-07-09,"WWE","Akira Tozawa vs. Neville",6.11,56,3.25,"Akira Tozawa","Neville"
1114,2017-07-07,"WWE","AJ Styles vs. Kevin Owens",NA,NA,NA,"AJ Styles","Kevin Owens"
1113,2017-07-04,"WWE","AJ Styles vs. Chad Gable",6.18,10,NA,"AJ Styles","Chad Gable"
1112,2017-07-03,"WWE","Apollo Crews vs. Braun Strowman",NA,NA,NA,"Apollo Crews","Braun Strowman"
1111,2017-07-03,"WWE","Heath Slater vs. The Miz",NA,NA,NA,"Heath Slater","The Miz"
1110,2017-06-27,"WWE","Becky Lynch vs. Carmella vs. Charlotte Flair vs. Natalya vs. Tamina",6.28,24,NA,"Becky Lynch","Carmella, Charlotte Flair, Natalya,Tamina,"
1109,2017-06-26,"WWE","Bayley vs. Dana Brooke vs. Emma vs. Mickie James vs. Nia Jax vs. Sasha Banks",8.18,10,NA,"Bayley","Dana Brooke, Emma, Mickie James,Nia Jax, Sasha Banks,"
1108,2017-06-26,"WWE","Dash Wilder & Scott Dawson vs. Karl Anderson & Luke Gallows",NA,NA,NA,"Dash Wilder & Scott Dawson","Karl Anderson & Luke Gallows"
1107,2017-06-23,"WWE","Alexander Wolfe & Killian Dain vs. Hideo Itami & Kassius Ohno",NA,NA,NA,"Alexander Wolfe & Killian Dain","Hideo Itami & Kassius Ohno"
1106,2017-06-23,"WWE","Akam & Rezar vs. Otis Dozovic & Tucker Knight",NA,NA,NA,"Akam & Rezar","Otis Dozovic & Tucker Knight"
1105,2017-06-23,"WWE","Ember Moon vs. Ruby Riot",NA,NA,NA,"Ember Moon","Ruby Riot"
1104,2017-06-23,"WWE","Drew McIntyre vs. Killian Dain",5.4,9,NA,"Drew McIntyre","Killian Dain"
1103,2017-06-23,"WWE","Asuka vs. Nikki Cross",8.35,200,4,"Asuka","Nikki Cross"
1102,2017-06-23,"WWE","Bobby Roode vs. Roderick Strong",7.42,70,3.75,"Bobby Roode","Roderick Strong"
1101,2017-06-23,"WWE","Aleister Black vs. Bobby Fish",NA,NA,NA,"Aleister Black","Bobby Fish"
1100,2017-06-21,"WWE","Aleister Black vs. Kassius Ohno",7.48,26,NA,"Aleister Black","Kassius Ohno"
1099,2017-06-20,"WWE","Chad Gable vs. Kevin Owens",NA,NA,NA,"Chad Gable","Kevin Owens"
1098,2017-06-20,"WWE","Neville vs. Rich Swann",NA,NA,NA,"Neville","Rich Swann"
1097,2017-06-18,"WWE","Jinder Mahal vs. Randy Orton",5.11,156,3.5,"Jinder Mahal","Randy Orton"
1096,2017-06-18,"WWE","Lana vs. Naomi",2.63,42,NA,"Lana","Naomi"
1095,2017-06-18,"WWE","AJ Styles vs. Baron Corbin vs. Dolph Ziggler vs. Kevin Owens vs. Sami Zayn vs. Shinsuke Nakamura",8.01,226,4.5,"AJ Styles","Baron Corbin, Dolph Ziggler, Kevin Owens,Sami Zayn, Shinsuke Nakamura,"
1094,2017-06-18,"WWE","Big E & Kofi Kingston vs. Jey Uso & Jimmy Uso",6.42,125,3.25,"Big E & Kofi Kingston","Jey Uso & Jimmy Uso"
1093,2017-06-18,"WWE","Becky Lynch vs. Carmella vs. Charlotte Flair vs. Natalya vs. Tamina",4.18,71,NA,"Becky Lynch","Carmella, Charlotte Flair, Natalya,Tamina,"
1092,2017-06-18,"WWE","Epico Colon & Primo Colon vs. Mojo Rawley & Zack Ryder",NA,NA,NA,"Epico Colon & Primo Colon","Mojo Rawley & Zack Ryder"
1091,2017-06-13,"WWE","Naomi vs. Tamina",NA,NA,NA,"Naomi","Tamina"
1090,2017-06-12,"WWE","Cesaro & Sheamus vs. Jeff Hardy & Matt Hardy",NA,NA,NA,"Cesaro & Sheamus","Jeff Hardy & Matt Hardy"
1089,2017-06-06,"WWE","Neville vs. TJP",NA,NA,NA,"Neville","TJP"
1088,2017-06-06,"WWE","AJ Styles vs. Dolph Ziggler",NA,NA,NA,"AJ Styles","Dolph Ziggler"
1087,2017-06-05,"WWE","Bray Wyatt vs. Roman Reigns",6.5,7,NA,"Bray Wyatt","Roman Reigns"
1086,2017-06-04,"WWE","Apollo Crews vs. Kalisto",6.19,36,3.25,"Apollo Crews","Kalisto"
1085,2017-06-04,"WWE","Alexa Bliss vs. Bayley",0.67,104,NA,"Alexa Bliss","Bayley"
1084,2017-06-04,"WWE","Alicia Fox & Noam Dar vs. Rich Swann & Sasha Banks",3.78,45,NA,"Alicia Fox & Noam Dar","Rich Swann & Sasha Banks"
1083,2017-06-04,"WWE","Bray Wyatt vs. Finn Balor vs. Roman Reigns vs. Samoa Joe vs. Seth Rollins",7.85,228,4.5,"Bray Wyatt","Finn Balor, Roman Reigns, Samoa Joe,Seth Rollins,"
1082,2017-06-04,"WWE","Cesaro & Sheamus vs. Jeff Hardy & Matt Hardy",5.93,137,3.25,"Cesaro & Sheamus","Jeff Hardy & Matt Hardy"
1081,2017-06-04,"WWE","Dean Ambrose vs. The Miz",6.61,100,3.25,"Dean Ambrose","The Miz"
1080,2017-06-04,"WWE","Austin Aries vs. Neville",6.81,101,3.25,"Austin Aries","Neville"
1079,2017-05-30,"WWE","AJ Styles vs. Dolph Ziggler",NA,NA,NA,"AJ Styles","Dolph Ziggler"
1078,2017-05-30,"WWE","Epico Colon & Primo Colon vs. Fandango & Tyler Breeze",NA,NA,NA,"Epico Colon & Primo Colon","Fandango & Tyler Breeze"
1077,2017-05-30,"WWE","Baron Corbin & Kevin Owens vs. Sami Zayn & Shinsuke Nakamura",NA,NA,NA,"Baron Corbin & Kevin Owens","Sami Zayn & Shinsuke Nakamura"
1076,2017-05-29,"WWE","Cesaro, Sheamus & The Miz vs. Dean Ambrose, Jeff Hardy & Matt Hardy",NA,NA,NA,"Cesaro, Sheamus & The Miz","Dean Ambrose, Jeff Hardy & Matt Hardy"
1075,2017-05-29,"WWE","Austin Aries & Gentleman Jack Gallagher vs. Neville & TJP",NA,NA,NA,"Austin Aries & Gentleman Jack Gallagher","Neville & TJP"
1074,2017-05-29,"WWE","Bray Wyatt vs. Finn Balor vs. Samoa Joe",6.56,17,NA,"Bray Wyatt","Finn Balor, Samoa Joe,"
1073,2017-05-29,"WWE","Roman Reigns vs. Seth Rollins",7.28,63,4,"Roman Reigns","Seth Rollins"
1072,2017-05-25,"WWE","Asuka vs. Nikki Cross vs. Ruby Riot",NA,NA,NA,"Asuka","Nikki Cross, Ruby Riot,"
1071,2017-05-25,"WWE","Danny Burch vs. Pete Dunne",NA,NA,NA,"Danny Burch","Pete Dunne"
1070,2017-05-25,"WWE","Hideo Itami vs. Oney Lorcan",6.69,12,NA,"Hideo Itami","Oney Lorcan"
1069,2017-05-23,"WWE","AJ Styles & Shinsuke Nakamura vs. Dolph Ziggler & Kevin Owens",NA,NA,NA,"AJ Styles & Shinsuke Nakamura","Dolph Ziggler & Kevin Owens"
1068,2017-05-23,"WWE","Akira Tozawa vs. The Brian Kendrick",7.45,43,4,"Akira Tozawa","The Brian Kendrick"
1067,2017-05-23,"WWE","Becky Lynch & Charlotte Flair vs. Carmella & Natalya",NA,NA,NA,"Becky Lynch & Charlotte Flair","Carmella & Natalya"
1066,2017-05-23,"WWE","Fandango & Tyler Breeze vs. Jey Uso & Jimmy Uso",NA,NA,NA,"Fandango & Tyler Breeze","Jey Uso & Jimmy Uso"
1065,2017-05-22,"WWE","Dean Ambrose vs. Elias Samson",NA,NA,NA,"Dean Ambrose","Elias Samson"
1064,2017-05-22,"WWE","Finn Balor vs. Karl Anderson",NA,NA,NA,"Finn Balor","Karl Anderson"
1063,2017-05-21,"WWE","Erick Rowan vs. Luke Harper",5.76,33,NA,"Erick Rowan","Luke Harper"
1062,2017-05-21,"WWE","AJ Styles vs. Kevin Owens",7.64,139,3.75,"AJ Styles","Kevin Owens"
1061,2017-05-21,"WWE","Fandango & Tyler Breeze vs. Jey Uso & Jimmy Uso",6.48,49,NA,"Fandango & Tyler Breeze","Jey Uso & Jimmy Uso"
1060,2017-05-21,"WWE","Becky Lynch, Charlotte Flair & Naomi vs. Carmella, Natalya & Tamina",3.92,38,NA,"Becky Lynch, Charlotte Flair & Naomi","Carmella, Natalya & Tamina"
1059,2017-05-21,"WWE","Aiden English vs. Tye Dillinger",NA,NA,NA,"Aiden English","Tye Dillinger"
1058,2017-05-21,"WWE","Jinder Mahal vs. Randy Orton",4.92,79,NA,"Jinder Mahal","Randy Orton"
1057,2017-05-21,"WWE","Baron Corbin vs. Sami Zayn",5.5,39,NA,"Baron Corbin","Sami Zayn"
1056,2017-05-21,"WWE","Dolph Ziggler vs. Shinsuke Nakamura",6.54,51,NA,"Dolph Ziggler","Shinsuke Nakamura"
1055,2017-05-20,"WWE","Drew McIntyre vs. Wesley Blake",NA,NA,NA,"Drew McIntyre","Wesley Blake"
1054,2017-05-20,"WWE","Pete Dunne vs. Tyler Bate",9.36,621,4.75,"Pete Dunne","Tyler Bate"
1053,2017-05-20,"WWE","Bobby Roode vs. Hideo Itami",7.76,277,4.25,"Bobby Roode","Hideo Itami"
1052,2017-05-20,"WWE","Akam & Rezar vs. Johnny Gargano & Tommaso Ciampa",8.53,320,4.25,"Akam & Rezar","Johnny Gargano & Tommaso Ciampa"
1051,2017-05-20,"WWE","Asuka vs. Nikki Cross vs. Ruby Riot",6.33,203,3.5,"Asuka","Nikki Cross, Ruby Riot,"
1050,2017-05-20,"WWE","Eric Young vs. Roderick Strong",6.56,179,3.25,"Eric Young","Roderick Strong"
1049,2017-05-16,"WWE","Carmella vs. Naomi",NA,NA,NA,"Carmella","Naomi"
1048,2017-05-16,"WWE","Austin Aries vs. TJP",NA,NA,NA,"Austin Aries","TJP"
1047,2017-05-16,"WWE","AJ Styles vs. Jinder Mahal",NA,NA,NA,"AJ Styles","Jinder Mahal"
1046,2017-05-16,"WWE","Baron Corbin vs. Randy Orton",NA,NA,NA,"Baron Corbin","Randy Orton"
1045,2017-05-15,"WWE","Jeff Hardy vs. Sheamus",NA,NA,NA,"Jeff Hardy","Sheamus"
1044,2017-05-15,"WWE","Dean Ambrose vs. The Miz",NA,NA,NA,"Dean Ambrose","The Miz"
1043,2017-05-15,"WWE","Austin Aries & Gentleman Jack Gallagher vs. Neville & TJP",NA,NA,NA,"Austin Aries & Gentleman Jack Gallagher","Neville & TJP"
1042,2017-05-15,"WWE","Bray Wyatt vs. Seth Rollins",NA,NA,NA,"Bray Wyatt","Seth Rollins"
1041,2017-05-15,"WWE","Finn Balor vs. Roman Reigns",6.47,18,NA,"Finn Balor","Roman Reigns"
1040,2017-05-09,"WWE","AJ Styles, Randy Orton & Sami Zayn vs. Baron Corbin, Jinder Mahal & Kevin Owens",NA,NA,NA,"AJ Styles, Randy Orton & Sami Zayn","Baron Corbin, Jinder Mahal & Kevin Owens"
1039,2017-05-08,"WWE","Samoa Joe vs. Seth Rollins",NA,NA,NA,"Samoa Joe","Seth Rollins"
1038,2017-05-08,"WWE","Bray Wyatt vs. Dean Ambrose",NA,NA,NA,"Bray Wyatt","Dean Ambrose"
1037,2017-05-08,"WWE","Finn Balor vs. The Miz",NA,NA,NA,"Finn Balor","The Miz"
1036,2017-05-08,"WWE","Alexa Bliss vs. Mickie James",NA,NA,NA,"Alexa Bliss","Mickie James"
